gamma	sackin	colless	beta	blum	crown_age	tree_height	pigot_rho	number_of_lineages	nltt_base	phylogenetic_div	avg_ladder	max_ladder	cherries	il_number	pitchforks	stairs	laplace_spectrum_a	laplace_spectrum_p	laplace_spectrum_e	laplace_spectrum_g	imbalance_steps	j_one	b1	b2	area_per_pair	average_leaf_depth	i_stat	ew_colless	max_del_width	max_depth	max_width	rogers	stairs2	tot_coph	var_depth	symmetry_nodes	mpd	psv	vpd	mntd	j_stat	rquartet	wiener	max_betweenness	max_closeness	diameter	eigenvector	mean_branch_length	var_branch_length	mean_branch_length_int	mean_branch_length_ext	var_branch_length_int	var_branch_length_ext	model	extinction	combined
-5.764413	3188	1378	-0.1997839	360.2131	10	10	-0.1856439	300	0.7069456	879.1632	2.44	5	98	104	47	0.6187291	-1.309458	5.902296	9.28478	582	283	0.7743556	158.029	5.870178	18.04455	10.62667	0.5210461	0.4724265	24	16	90	185	0.6377976	71957	6.488919	186	18.10695	9.053473	9.855039	3.49146	0.06035649	384399060	2726888	118155	1.967126e-4	32	0.7068171	1.470173	1.559875	1.192766	1.74573	1.271154	1.698998	DDD	TRUE	DDD_TRUE
-3.676314	3447	1685	-0.03303791	351.883	10	10	0.8381582	300	0.7139138	858.2587	2.5	5	98	104	60	0.6454849	-1.277387	5.145206	9.308752	12	281	0.7161722	160.7495	5.139984	17.28435	11.49	0.4852628	0.4793985	16	18	78	193	0.6398774	127725	9.200569	194	17.72342	8.861709	7.640551	3.178516	0.05907806	320105487	2670626	115349	2.066771e-4	29	0.7070617	1.435215	1.654297	1.280139	1.589258	1.36758	1.896853	DDD	TRUE	DDD_TRUE
-5.545619	2891	959	0.3964441	347.6647	10	10	-0.4519461	300	0.6484998	1054.501	2.578947	5	98	104	56	0.5919732	-1.239663	5.889862	9.275576	554	284	0.8539072	160.9016	6.987732	16.80546	9.636667	0.4691191	0.4556276	28	15	94	177	0.6615231	55342	4.426076	181	18.69288	9.346441	5.582664	4.166771	0.06230961	415393605	2726803	108137	2.03084e-4	29	0.7068582	1.763379	2.511149	1.441225	2.083386	1.847089	2.972981	DDD	TRUE	DDD_TRUE
-6.128853	3060	1332	0.1704663	347.6845	10	10	-0.3004724	300	0.6513316	1046.005	2.333333	4	101	98	57	0.632107	-1.156099	4.740689	9.283145	587	280	0.8067469	161.7542	6.93145	17.21739	10.2	0.4862194	0.4730107	22	19	74	189	0.6411665	71370	8.294314	189	18.733	9.366499	6.64	4.169427	0.06244333	338702706	2739097	108517	2.022252e-4	33	0.6846795	1.749173	2.2959	1.41138	2.084713	1.671564	2.697052	DDD	TRUE	DDD_TRUE
-4.939496	3282	1500	-0.09489197	355.4834	10	10	0.0809209	300	0.6567034	1029.89	2.192308	5	98	104	53	0.6153846	-1.106783	4.297284	9.290708	585	279	0.7521772	160.7486	6.201273	17.48767	10.94	0.4739052	0.4599146	22	20	74	184	0.6524684	98498	10.9596	184	18.57407	9.287035	6.170506	4.073414	0.06191357	323976351	2720254	112229	2.05149e-4	32	0.7070634	1.722224	2.512201	1.40563	2.036707	1.666921	3.161101	DDD	TRUE	DDD_TRUE
-5.393958	2963	1167	0.2580603	349.1188	10	10	0.4466592	300	0.7027215	891.8355	2.272727	4	101	98	50	0.6187291	-1.158627	5.26786	9.291979	588	284	0.8331575	160.9183	6.75592	16.86027	9.876667	0.5041221	0.4654563	26	15	96	185	0.6417172	64877	5.158651	188	18.03716	9.018578	8.295042	3.541738	0.06012385	336273381	2706765	112757	2.019024e-4	30	0.692294	1.491364	1.680035	1.209983	1.770869	1.082061	2.122334	DDD	TRUE	DDD_TRUE
-6.257962	2928	1066	0.2477551	351.9803	10	10	0.6342617	300	0.6580052	1025.984	2.782609	5	95	110	55	0.6354515	-1.304896	5.836238	9.283102	581	285	0.8431167	157.5215	6.856812	16.75157	9.76	0.5064657	0.4831132	24	14	94	190	0.639878	62082	4.597726	191	18.81342	9.406709	5.628363	4.131393	0.06271139	338839680	2765536	115461	2.041614e-4	26	0.7068903	1.715693	2.094618	1.363341	2.065697	1.525701	2.420086	DDD	TRUE	DDD_TRUE
-4.635786	3393	1649	-0.366967	364.3378	10	10	0.4999584	300	0.6973852	907.8444	2.304348	4	99	102	49	0.6287625	-1.012825	3.48268	9.306512	589	280	0.7275702	158.2277	6.203346	18.47886	11.31	0.5417888	0.4847406	20	19	60	188	0.6246767	92865	11.9805	190	18.03184	9.015918	9.424917	3.459899	0.06010612	341636340	2696205	116539	2.021364e-4	32	0.7019984	1.518135	1.887045	1.304898	1.729949	1.654744	2.033769	DDD	TRUE	DDD_TRUE
-4.250637	2899	1035	0.4781494	344.594	10	10	-0.7983148	300	0.6839926	948.0222	2.555556	6	106	88	44	0.5785953	-1.346473	6.649991	9.283883	577	285	0.8515507	164.8762	6.925903	16.73648	9.663333	0.457293	0.4200243	24	14	106	173	0.6728811	58085	4.21738	174	18.51336	9.256681	6.806207	3.649343	0.06171121	381708648	2758484	118401	2.00373e-4	27	0.7048709	1.585321	2.055646	1.344365	1.824671	1.4224	2.576185	DDD	TRUE	DDD_TRUE
-4.646368	3121	1367	0.05710937	353.459	10	10	0.0809209	300	0.6918492	924.4523	2.541667	4	97	106	54	0.6220736	-1.327282	5.554331	9.285847	1	282	0.790979	158.4855	6.621445	17.2336	10.40333	0.5309346	0.4866043	14	17	80	186	0.6319927	80126	7.713032	188	18.10363	9.051813	7.472064	3.551178	0.06034542	309260496	2699119	111467	2.050322e-4	31	0.6971777	1.545907	1.90696	1.314683	1.775589	1.563644	2.148143	DDD	TRUE	DDD_TRUE
-5.034383	3229	1401	-0.507444	375.0679	10	10	0.4466592	300	0.6772171	968.3486	2.645161	7	90	120	52	0.6622074	-1.234093	5.793678	9.302128	33	279	0.7645233	150.9871	5.524729	17.77001	10.76333	0.5473884	0.5138994	20	20	88	198	0.6090997	84243	7.579253	199	17.85319	8.926594	5.887995	3.979781	0.05951063	318778149	2627853	110335	2.14419e-4	32	0.7005334	1.619312	2.259794	1.246247	1.98989	1.386892	2.857914	DDD	TRUE	DDD_TRUE
-5.53535	2943	1135	0.2529077	351.1902	10	10	0.3195481	300	0.6952225	914.3325	2.833333	6	100	100	50	0.6020067	-1.222172	4.992468	9.287994	587	284	0.8388194	160.4687	6.633667	16.6262	9.81	0.4964173	0.4576839	32	15	98	180	0.6487797	67136	4.676154	182	18.13011	9.065055	8.069032	3.669926	0.0604337	319098948	2709942	110505	2.009802e-4	27	0.706449	1.528984	1.799539	1.220952	1.834963	1.136634	2.275526	DDD	TRUE	DDD_TRUE
-4.950256	3190	1510	-0.07538574	358.1235	10	10	-0.2515356	300	0.6853927	943.8219	2.3125	5	94	112	54	0.638796	-1.325624	5.604531	9.294467	589	281	0.7738701	156.4559	6.36982	16.95046	10.63333	0.5285127	0.4969278	14	18	78	191	0.6244661	96791	8.206243	194	18.5295	9.264751	7.342735	3.819917	0.06176501	238063608	2763900	111585	2.030303e-4	29	0.6967746	1.578298	2.04986	1.244411	1.909958	1.351166	2.529262	DDD	TRUE	DDD_TRUE
-3.76105	2936	1094	0.8432471	335.6899	10	10	-0.2152241	300	0.7349636	795.1093	2.3	4	108	84	48	0.5819398	-1.169359	6.565617	9.307919	592	284	0.8408193	167.4893	6.863647	16.76183	9.786667	0.4390332	0.418711	20	15	90	174	0.6782918	63048	4.663367	178	17.76253	8.881266	11.32964	2.838689	0.05920844	398596443	2715533	106235	1.937145e-4	28	0.6374371	1.329614	1.338671	1.239282	1.419345	1.190776	1.473843	DDD	TRUE	DDD_TRUE
-7.559619	3097	1261	-0.1372168	356.5019	10	10	0.4466592	300	0.6510411	1046.877	2.285714	4	102	96	51	0.5986622	-1.167249	5.049802	9.277286	585	282	0.7971087	160.7807	6.425766	17.64983	10.32333	0.5092665	0.4619861	22	17	90	179	0.6454366	67204	6.500457	184	18.65114	9.325571	6.648382	4.466427	0.06217047	400418016	2723889	105793	2.030228e-4	32	0.6765175	1.75063	2.176631	1.264807	2.233214	1.367783	2.518448	DDD	TRUE	DDD_TRUE
-4.915538	3298	1594	-0.03195679	354.3835	10	10	-0.8155781	300	0.6880702	935.7895	2.409091	4	100	100	51	0.6287625	-1.220113	5.466917	9.287993	1	281	0.7485281	159.1312	6.145897	16.97275	10.99333	0.5214284	0.4764981	18	18	70	188	0.6325574	112437	9.551795	189	17.90732	8.953662	6.380634	3.561859	0.05969108	235027752	2657100	115889	2.105257e-4	29	0.6957499	1.564865	1.866943	1.347351	1.780929	1.458687	2.184718	DDD	TRUE	DDD_TRUE
-5.282871	3120	1356	-0.1460498	357.9046	10	10	-0.3440594	300	0.6809766	957.0702	2.48	5	101	98	43	0.6053512	-1.037743	4.438444	9.293909	593	282	0.7912326	159.6935	6.73558	17.58832	10.4	0.5172023	0.4637032	16	17	80	181	0.6377451	72022	8.341137	184	18.17343	9.086716	7.904768	3.827336	0.06057811	352714467	2692072	115825	2.053915e-4	31	0.7035224	1.600452	1.974468	1.285134	1.913668	1.333119	2.420605	DDD	TRUE	DDD_TRUE
-5.398281	3088	1282	0.01	358.9864	10	10	0.7233296	300	0.6909843	927.0472	2.645161	5	89	122	54	0.6354515	-1.146613	5.324248	9.282875	78	284	0.7994319	154.2314	6.605408	17.35643	10.29333	0.548758	0.5091718	20	15	78	190	0.6234774	72438	6.535741	193	18.02277	9.011386	9.231986	3.823626	0.06007591	371418117	2683057	110759	1.983289e-4	28	0.7069773	1.550246	2.024905	1.186253	1.911813	1.253099	2.535104	DDD	TRUE	DDD_TRUE
-4.499717	3116	1394	0.4575391	342.3688	10	10	0.5614878	300	0.6592318	1022.305	2.5	4	102	96	56	0.6120401	-1.338487	5.986394	9.290836	530	283	0.7922483	163.9973	6.393799	16.50747	10.38667	0.4668056	0.4515564	22	16	72	183	0.6591649	95662	6.967046	184	18.49741	9.248704	4.842232	3.877916	0.06165803	238168707	2711052	108209	2.112917e-4	27	0.706493	1.70954	2.20332	1.478582	1.938958	1.624218	2.679946	DDD	TRUE	DDD_TRUE
-5.234634	3448	1590	-0.3197656	362.4215	10	10	0.4466592	300	0.6735187	979.4438	2.521739	5	96	108	54	0.6187291	-1.069138	4.360737	9.306543	1	281	0.7159645	158.6209	4.122917	17.88611	11.49333	0.4977399	0.4713193	16	18	84	185	0.6479975	114380	7.722363	187	17.66826	8.834128	6.711755	4.003566	0.05889419	350585883	2588019	118531	2.149491e-4	32	0.7071046	1.637866	2.423613	1.271506	2.001783	1.564529	3.018408	DDD	TRUE	DDD_TRUE
-4.256449	3104	1276	-0.03710937	351.9857	10	10	0.399646	300	0.7132631	860.2108	2.55	5	103	94	52	0.6153846	-1.431574	6.545379	9.293893	579	282	0.7953111	162.0093	6.643768	17.64419	10.34667	0.4919416	0.4588563	16	17	70	184	0.6497832	68377	7.230591	186	18.49632	9.24816	8.869891	3.259394	0.0616544	391948911	2808113	105725	1.95716e-4	32	0.6824866	1.43848	1.586353	1.245979	1.629697	1.296286	1.806167	DDD	TRUE	DDD_TRUE
-6.167804	3178	1330	-0.1139236	355.9306	10	10	-0.1856439	300	0.66591	1002.27	2.32	3	100	100	46	0.5886288	-1.191102	5.501617	9.288748	587	282	0.7767922	160.7811	6.241379	17.9897	10.59333	0.4886813	0.449199	16	17	84	176	0.6560799	71692	7.191929	179	18.42828	9.21414	7.26767	4.070222	0.0614276	407822397	2710672	106691	2.003554e-4	33	0.6475542	1.676037	2.14869	1.314552	2.035111	1.473036	2.567411	DDD	TRUE	DDD_TRUE
-4.580614	3243	1457	-0.2240747	360.8821	10	10	-0.4519461	300	0.694611	916.1669	2.304348	4	100	100	45	0.6187291	-1.250236	6.245158	9.30173	17	283	0.7612228	159.2047	5.584015	17.30094	10.81	0.5178878	0.4660974	18	16	94	185	0.6360658	96855	6.167793	185	17.54666	8.773332	5.492386	3.594595	0.05848888	344653017	2604171	115521	2.165659e-4	29	0.7052582	1.532052	1.940163	1.265026	1.797297	1.373957	2.367416	DDD	TRUE	DDD_TRUE
-5.677547	3459	1709	-0.1269116	353.842	10	10	-0.2152241	300	0.642389	1072.833	2.52381	5	103	94	48	0.5819398	-1.210174	5.483308	9.295626	583	280	0.7136877	163.233	5.467644	17.50593	11.53	0.4728258	0.4393377	28	19	72	174	0.6616037	124550	10.03589	176	18.66065	9.330323	5.678167	4.291715	0.06220215	285786141	2710020	114357	2.06388e-4	34	0.7070752	1.794035	2.692028	1.439852	2.145858	1.936783	3.202004	DDD	TRUE	DDD_TRUE
-7.999489	2999	1203	0.1572168	353.5948	10	10	-0.2056056	300	0.6681935	995.4196	2.708333	5	98	104	46	0.5986622	-1.088966	4.329673	9.279715	587	282	0.8231563	158.3034	6.847153	17.01523	9.996667	0.4971777	0.4605951	20	17	90	179	0.6494964	66784	6.444805	185	18.32118	9.160588	7.604716	4.245024	0.06107059	348780603	2695567	112197	2.05266e-4	30	0.7057922	1.664581	1.807226	1.203577	2.122512	1.188143	2.005996	DDD	TRUE	DDD_TRUE
-5.551133	3291	1509	-0.3613529	369.1675	10	10	-0.4871142	300	0.6375406	1087.378	2.65625	7	88	124	57	0.6755853	-1.186742	5.185536	9.290507	583	280	0.7501202	150.7332	6.064938	17.35106	10.97	0.5613857	0.5342917	22	19	70	202	0.6006944	102907	9.3001	204	18.93142	9.465709	5.384611	4.402329	0.06310473	260081847	2749870	114081	2.04919e-4	31	0.6982433	1.818358	2.777682	1.432983	2.201165	1.945689	3.318352	DDD	TRUE	DDD_TRUE
-5.899998	3583	1885	-0.322756	361.9403	10	10	0.04287775	300	0.6838948	948.3157	2.36	7	100	100	50	0.6120401	-1.099234	5.099464	9.297382	15	278	0.6889884	159.4359	4.506612	17.39498	11.94333	0.5223647	0.4753967	16	21	76	183	0.631456	145576	10.34126	186	17.65383	8.826917	6.658328	3.844559	0.05884612	291413799	2604109	113571	2.125501e-4	31	0.7062475	1.585812	2.043413	1.247087	1.92228	1.413773	2.447735	DDD	TRUE	DDD_TRUE
-3.573547	3415	1573	-0.1666602	355.8709	10	10	-0.7312339	300	0.6853509	943.9472	2.28	5	102	96	46	0.6020067	-1.050532	4.171341	9.30021	17	281	0.722883	161.1654	5.528214	17.46143	11.38333	0.4953634	0.451104	24	18	96	180	0.6536477	118970	7.929487	183	17.70707	8.853534	6.651133	3.540137	0.05902356	326814099	2616280	117275	2.135575e-4	33	0.7071059	1.578507	2.278662	1.38566	1.770068	1.868409	2.619908	DDD	TRUE	DDD_TRUE
-7.109326	3378	1672	-0.1983118	356.8981	10	10	0.7233296	300	0.6317854	1104.644	2.5625	5	103	94	51	0.6086957	-0.990708	4.31992	9.290053	566	281	0.7308009	162.0281	5.978149	17.31781	11.26	0.5115105	0.4610952	16	18	76	182	0.6413834	116659	9.05592	182	17.90849	8.954246	4.925859	4.503181	0.05969498	231869016	2555997	115587	2.217836e-4	32	0.706469	1.84723	2.62922	1.440157	2.25159	1.888683	3.044388	DDD	TRUE	DDD_TRUE
-6.129574	3317	1487	0.1535364	349.1421	10	10	-0.0809209	300	0.672078	983.7659	2.375	4	99	102	53	0.6254181	-1.066807	4.966504	9.296585	41	282	0.7442405	160.9009	5.779404	16.71552	11.05667	0.4885102	0.4680626	18	17	80	187	0.6476076	121046	7.672363	189	18.00439	9.002194	6.591787	3.899696	0.06001463	293768562	2645728	106941	2.082022e-4	29	0.696604	1.645093	1.950566	1.338293	1.949848	1.443409	2.273857	DDD	TRUE	DDD_TRUE
-4.11961	2975	1085	0.4369287	344.9555	10	10	-0.4724199	300	0.6864805	940.5584	2.416667	4	102	96	49	0.6120401	-1.437803	6.05935	9.286638	1	284	0.8297968	162.825	6.884949	16.65616	9.916667	0.4665623	0.4461726	22	15	90	183	0.6606067	71248	5.762263	184	18.47483	9.237417	6.341397	3.538876	0.06158278	320490690	2756050	113737	2.025131e-4	28	0.7058757	1.57284	1.903709	1.374923	1.769438	1.4986679999999999	2.234589	DDD	TRUE	DDD_TRUE
-6.160363	3417	1711	0.05710937	346.0455	10	10	-0.4571638	300	0.6526642	1042.007	2.24	5	105	90	51	0.6086957	-1.192542	4.855415	9.295312	584	281	0.7224599	164.5122	5.522919	17.05501	11.39	0.480038	0.4521196	22	18	84	182	0.6548921	128383	9.235351	183	18.41698	9.208488	6.087981	4.130812	0.06138992	252125646	2684801	114805	2.098159e-4	29	0.6897739	1.742487	2.192507	1.417401	2.065406	1.670612	2.508292	DDD	TRUE	DDD_TRUE
-5.24722	3008	1194	0.1616333	349.4967	10	10	0.4466592	300	0.6806147	958.1558	2.47619	5	103	94	47	0.5953177	-1.31751	5.714435	9.290791	577	283	0.8206934	161.8743	6.786896	17.10207	10.02667	0.4990628	0.4503542	24	16	86	178	0.6504135	66182	6.03942	180	18.606	9.302998	6.668882	3.621106	0.06201999	377223822	2769022	105535	2.012845e-4	31	0.7071051	1.602267	1.748214	1.392583	1.810553	1.458981	1.954011	DDD	TRUE	DDD_TRUE
-5.054408	3327	1605	-0.2240747	361.0791	10	10	0.3195481	300	0.7272309	818.3074	2.464286	6	94	112	55	0.6521739	-0.8384194	4.630777	9.315956	9	281	0.7420035	155.6336	5.222679	17.22464	11.09	0.5445943	0.5066242	20	18	84	195	0.6166127	111124	6.791204	197	16.07102	8.035509	7.014088	3.276302	0.05357006	293562816	2398156	111569	2.301781e-4	32	0.7060695	1.368407	1.436314	1.096853	1.638151	0.9979167	1.730083	DDD	TRUE	DDD_TRUE
-3.388358	3107	1271	-0.2078809	358.2784	10	10	0.6342617	300	0.7165733	850.2801	2.380952	4	102	96	51	0.6086957	-1.391913	6.381525	9.289605	578	281	0.7945432	160.761	6.34687	17.98366	10.35667	0.5088003	0.4592746	18	18	86	182	0.643686	61213	6.658317	182	18.02451	9.012253	9.401378	3.278182	0.06008168	417919986	2729428	112711	1.954823e-4	32	0.7069684	1.421873	1.831579	1.203197	1.639091	1.315642	2.255191	DDD	TRUE	DDD_TRUE
-7.051536	2997	1195	0.2661572	345.7373	10	10	0.3575913	300	0.6630661	1010.802	2.142857	3	102	96	55	0.6020067	-1.047353	4.678989	9.2824	589	284	0.8237056	163.4532	6.635681	17.16225	9.99	0.4591547	0.4486234	18	15	94	180	0.6603882	63188	4.906254	182	18.49619	9.248093	8.405713	4.201753	0.06165395	381289878	2717735	109909	2.005856e-4	29	0.6269471	1.690304	2.144394	1.2769760000000001	2.100876	1.224219	2.726184	DDD	TRUE	DDD_TRUE
-5.615287	3088	1320	0.2926562	348.0846	10	10	0.4999584	300	0.6515908	1045.227	2.583333	4	94	112	62	0.6454849	-1.183789	4.938946	9.292148	591	282	0.7994319	158.3367	6.504364	17.31839	10.29333	0.4858908	0.4927297	24	17	84	193	0.6387818	73291	7.017347	195	18.71163	9.355817	6.023035	4.205441	0.06237212	381522999	2735731	109395	2.035552e-4	32	0.6990582	1.747872	2.375496	1.390642	2.10272	1.739513	2.761645	DDD	TRUE	DDD_TRUE
-5.286006	3083	1295	0.150592	351.4203	10	10	0.4466592	300	0.6813918	955.8246	2.304348	4	100	100	49	0.6086957	-0.9360417	3.94841	9.291369	585	283	0.8007284	160.2731	6.443604	16.92243	10.27667	0.4998832	0.4664465	18	16	88	182	0.6429056	81423	6.140591	187	17.88469	8.942344	8.146827	3.733498	0.05961563	318432951	2641018	118351	2.074198e-4	28	0.681522	1.598369	1.930991	1.328188	1.866749	1.31961	2.399718	DDD	TRUE	DDD_TRUE
-5.096374	3117	1287	-0.1540547	357.0057	10	10	0.7233296	300	0.7019369	894.1892	2.434783	4	102	96	45	0.5953177	-1.390529	6.585656	9.288155	590	280	0.7919941	160.6733	6.670246	17.84404	10.39	0.4971862	0.4535509	20	19	90	178	0.6487454	65839	8.238696	182	18.38738	9.193691	8.427928	3.577765	0.06129128	384215760	2768183	118569	1.986338e-4	34	0.7055977	1.4953	1.692508	1.199746	1.788883	1.254889	1.959321	DDD	TRUE	DDD_TRUE
-4.173361	3121	1313	-0.1166064	354.0457	10	10	0.6342617	300	0.6783424	964.9727	2.722222	4	104	92	48	0.6020067	-1.340679	5.785873	9.291609	581	283	0.790979	162.0797	6.525391	17.88319	10.40333	0.5135391	0.453999	20	16	78	180	0.6476799	65559	7.545808	181	18.78507	9.392534	7.480418	3.674734	0.06261689	374171901	2797057	118905	1.98984e-4	32	0.7070421	1.613667	2.197991	1.388465	1.837367	1.686352	2.612804	DDD	TRUE	DDD_TRUE
-5.967728	3246	1536	-0.08716309	354.6441	10	10	-0.2927217	300	0.6789223	963.233	2.631579	6	105	90	42	0.5752508	-1.16013	4.44918	9.299586	582	282	0.7605193	163.301	6.118759	17.07282	10.82	0.4914507	0.4318469	16	17	74	172	0.6602904	102419	7.45913	174	18.36684	9.183422	6.846929	3.823937	0.06122281	239549451	2723072	109605	2.052795e-4	32	0.6974543	1.610758	1.96497	1.307525	1.911969	1.530249	2.22068	DDD	TRUE	DDD_TRUE
-6.734632	3109	1291	-0.2049365	361.2794	10	10	0.4999584	300	0.6275088	1117.473	2.464286	4	96	108	49	0.6220736	-1.105956	4.509978	9.275713	555	281	0.794032	156.5697	6.73288	17.81639	10.36333	0.527725	0.4839158	18	18	76	186	0.6307774	65263	8.459521	190	18.64154	9.320772	5.672056	4.626057	0.06213848	397254102	2679809	112211	2.07072e-4	32	0.6592076	1.868685	2.825637	1.421358	2.313029	2.062869	3.19522	DDD	TRUE	DDD_TRUE
-6.440662	2901	1019	0.351543	347.6469	10	10	-0.7871334	300	0.6736734	978.9799	2.565217	5	99	102	55	0.6187291	-1.267158	5.616609	9.283178	592	285	0.8509637	160.1731	6.817017	16.75159	9.67	0.5030263	0.4719064	26	14	104	185	0.646866	58045	3.927525	188	18.67888	9.33944	7.367199	4.043077	0.06226294	365525253	2769603	113807	1.996752e-4	26	0.7071067	1.63709	1.963992	1.250062	2.021538	1.211986	2.419952	DDD	TRUE	DDD_TRUE
-4.969812	3154	1358	0.1631055	345.8895	10	10	-0.780271	300	0.6713218	986.0347	2.388889	5	103	94	53	0.5785953	-1.213631	4.845658	9.278284	1	283	0.7827031	164.9631	6.213409	17.4586	10.51333	0.4486093	0.4343495	20	16	82	173	0.6737229	80014	6.672062	176	18.23728	9.118642	7.693137	3.861229	0.06079095	340870098	2686148	103051	2.037629e-4	30	0.7069867	1.648887	2.299246	1.36527	1.930615	1.674329	2.767866	DDD	TRUE	DDD_TRUE
-7.396093	3131	1387	0.02472168	356.3265	10	10	-0.02380206	300	0.6219578	1134.127	2.285714	4	98	104	47	0.6153846	-1.107143	4.742956	9.275198	586	283	0.7884528	158.2099	6.538422	17.01099	10.43667	0.50787	0.4709375	24	16	74	184	0.6374724	86613	7.758517	187	18.84438	9.422188	4.89719	4.864526	0.06281459	298429086	2706205	116661	2.092233e-4	27	0.7039343	1.896533	2.605566	1.357207	2.432263	1.406284	3.227674	DDD	TRUE	DDD_TRUE
-6.104656	3384	1558	-0.2652954	363.475	10	10	0.02513478	300	0.6595714	1021.286	2.666667	6	97	106	43	0.6220736	-1.081277	4.533404	9.302732	1	280	0.7295052	156.2182	4.2624320000000004	17.26653	11.28	0.5298731	0.4737218	20	19	78	186	0.6340026	118706	7.218997	187	17.68735	8.843674	5.364151	4.150158	0.05895782	318643773	2566339	114461	2.1695e-4	30	0.7071039	1.707836	2.467428	1.338128	2.075079	1.844816	2.822583	DDD	TRUE	DDD_TRUE
-5.145191	2964	1128	0.76375	342.3945	10	10	0.0809209	300	0.6825059	952.4822	2.4	4	99	102	53	0.6053512	-1.087332	4.454714	9.289364	1	283	0.8328764	162.4584	6.891052	16.19376	9.88	0.4459103	0.4445284	18	16	90	181	0.6703104	79973	5.316656	185	17.5269	8.763449	5.970533	3.71935	0.058423	289192335	2578836	111017	2.171395e-4	27	0.7047133	1.59278	1.859802	1.324093	1.859675	1.170318	2.407472	DDD	TRUE	DDD_TRUE
-5.618569	3417	1701	-0.5759313	375.6563	10	10	-0.6783072	300	0.6467152	1059.854	2.571429	7	94	112	51	0.632107	-1.193118	5.197311	9.282596	586	277	0.7224599	153.7134	5.431957	18.933	11.39	0.5679331	0.5079014	16	22	74	189	0.6090211	86269	10.51963	189	18.64578	9.322889	6.560914	4.317577	0.06215259	320452608	2715140	114461	2.049483e-4	39	0.7071046	1.772332	2.705002	1.383281	2.158789	1.746888	3.36505	DDD	TRUE	DDD_TRUE
-5.390732	3009	1257	0.4899268	349.9957	10	10	-0.5012867	300	0.6769669	969.0992	2.454545	5	92	116	58	0.6688963	-1.353489	6.668841	9.290739	584	282	0.82042060000000006	155.6265	6.485031	16.27579	10.03	0.5289804	0.5113953	22	17	100	200	0.6202842	84861	5.447258	200	18.89781	9.448906	6.56223	3.768861	0.0629927	255251478	2814808	109541	2.002046e-4	29	0.6938448	1.620567	1.894331	1.354933	1.88443	1.446571	2.205249	DDD	TRUE	DDD_TRUE
-5.920041	3009	1167	-0.06655273	356.3582	10	10	-0.8576328	300	0.6621363	1013.591	2.565217	5	103	94	42	0.6086957	-1.197488	5.244294	9.283511	497	283	0.82042060000000006	159.9868	6.802917	17.39958	10.03	0.5277126	0.4566175	16	16	84	182	0.6412398	59660	6.002441	183	18.49003	9.245013	6.377516	4.017395	0.06163342	393214611	2714956	117135	2.038702e-4	30	0.7070184	1.694968	2.17732	1.379133	2.008698	1.782105	2.379001	DDD	TRUE	DDD_TRUE
-7.159454	3027	1125	0.3397656	344.7688	10	10	0.4466592	300	0.680147	959.5589	2.733333	6	105	90	48	0.5819398	-1.106801	5.381063	9.292134	590	283	0.815542	164.8643	6.219025	17.11645	10.09	0.4543504	0.426176	26	16	102	174	0.6733949	68700	4.777826	177	18.10986	9.054929	8.165953	3.830644	0.06036619	393308052	2679173	114535	2.004862e-4	30	0.6851073	1.604614	1.701402	1.29182	1.915322	1.168964	2.041594	DDD	TRUE	DDD_TRUE
-6.296386	3193	1431	-0.2461572	362.0423	10	10	0.06144626	300	0.6648441	1005.468	2.5	5	97	106	53	0.632107	-1.179487	5.333868	9.287255	593	282	0.773143	157.1637	6.112946	17.34437	10.64333	0.5368907	0.49188	16	17	88	189	0.624307	88406	6.952631	191	18.61745	9.308726	7.060927	4.070491	0.06205817	282029781	2742690	113821	2.027511e-4	32	0.7063626	1.681384	2.230806	1.325148	2.035245	1.619939	2.592932	DDD	TRUE	DDD_TRUE
-5.03114	3388	1698	-0.2549902	358.3553	10	10	-0.2427627	300	0.6718405	984.4786	2.272727	3	101	98	53	0.6153846	-1.07778	4.124349	9.293802	520	280	0.7286439	161.6054	5.923634	18.27398	11.29333	0.5130331	0.4717482	14	19	68	184	0.6366736	96712	10.26818	184	18.05395	9.026976	8.059714	3.962262	0.06017984	323043672	2654192	115871	2.059076e-4	35	0.697744	1.646285	2.291946	1.309193	1.981131	1.444727	2.915416	DDD	TRUE	DDD_TRUE
-6.720762	3110	1224	-0.2652954	362.647	10	10	-0.7389846	300	0.6532483	1040.255	2.5	5	97	106	52	0.6254181	-1.109749	4.953802	9.277866	594	280	0.7937767	156.8872	6.378307	17.90292	10.36667	0.5261223	0.4825954	26	19	88	187	0.6319986	63472	7.370123	190	18.39676	9.19838	7.605165	4.331675	0.06132253	413863533	2682226	109499	2.01656e-4	33	0.7036473	1.739557	2.432304	1.310415	2.165838	1.753042	2.749286	DDD	TRUE	DDD_TRUE
-4.752064	3051	1219	-0.2697119	364.6407	10	10	0.0809209	300	0.6834952	949.5144	2.653846	6	94	112	52	0.638796	-1.331763	6.229608	9.297941	593	284	0.8091267	155.3937	6.619629	17.76974	10.17	0.5280094	0.4914606	14	15	86	191	0.6251892	57638	5.740234	191	18.6418	9.320901	7.442606	3.700208	0.06213934	410605545	2780631	114817	1.989322e-4	29	0.7065525	1.587817	2.04899	1.323769	1.850104	1.509028	2.453681	DDD	TRUE	DDD_TRUE
