gamma	sackin	colless	beta	blum	crown_age	tree_height	pigot_rho	number_of_lineages	nltt_base	phylogenetic_div	avg_ladder	max_ladder	cherries	il_number	pitchforks	stairs	laplace_spectrum_a	laplace_spectrum_p	laplace_spectrum_e	laplace_spectrum_g	imbalance_steps	j_one	b1	b2	area_per_pair	average_leaf_depth	i_stat	ew_colless	max_del_width	max_depth	max_width	rogers	stairs2	tot_coph	var_depth	symmetry_nodes	mpd	psv	vpd	mntd	j_stat	rquartet	wiener	max_betweenness	max_closeness	diameter	eigenvector	mean_branch_length	var_branch_length	mean_branch_length_int	mean_branch_length_ext	var_branch_length_int	var_branch_length_ext	model	extinction	combined
1.695449	3070	1310	0.1954932	348.2077	10	10	0.8381582	300	0.8781604	365.5187	2.347826	5	105	90	45	0.5953177	1.071884	3.207307	9.339397	1	284	0.8041191	163.9779	6.288513	16.65186	10.23333	0.4703703	0.4323481	18	15	94	178	0.6630199	85547	5.523969	179	12.92087	6.460435	27.76906	1.239525	0.04306957	259150998	2104693	113207	2.424728e-4	27	0.4676606	0.6112352	0.4684396	0.6026509	0.6197624	0.393184	0.5446121	SSE	TRUE	SSE_TRUE
2.06562	3112	1338	0.2926562	343.6022	10	10	-0.4571638	300	0.8542971	437.1088	2.086957	3	105	90	51	0.5986622	0.1269146	6.091922	9.335806	1	281	0.7932666	165.1864	6.6968	16.95915	10.37333	0.4331612	0.4324854	24	18	78	179	0.6697641	84935	7.652798	182	15.47403	7.737017	19.5793	1.281426	0.05158011	278150238	2519776	112485	2.060026e-4	31	0.4598014	0.7309511	0.5460225	0.821795	0.6407128	0.6266209	0.4513943	SSE	TRUE	SSE_TRUE
1.650506	3281	1559	-0.28434160000000003	361.9133	10	10	-0.4519461	300	0.8554727	433.582	2.478261	5	98	104	53	0.6254181	0.8097322	9.348301	9.335447	1	282	0.7524065	157.2911	5.936951	17.67093	10.93667	0.5309703	0.4884052	16	17	76	187	0.6271859	94239	8.099654	191	13.94411	6.972056	17.57712	1.364809	0.04648037	273585345	2247424	108631	2.395505e-4	30	0.6277443	0.7250535	0.5649575	0.7679888	0.6824044	0.6499047	0.4788058	SSE	TRUE	SSE_TRUE
3.828095	3669	1985	-0.261983	360.0955	10	10	0.3575913	300	0.8258628	522.4117	2.4	6	96	108	56	0.6421405	-0.4444987	4.614698	9.33948	20	280	0.6728388	157.6897	5.047356	17.28698	12.23	0.524651	0.4961265	14	19	66	192	0.6252193	160855	12.02385	193	15.91005	7.955026	13.76172	1.567488	0.05303351	232338720	2546816	109665	2.100172e-4	30	0.6625858	0.8735982	1.086179	0.9640553	0.7837442	1.178805	0.9815492	SSE	TRUE	SSE_TRUE
1.43539	3190	1460	0.3397656	345.3735	10	10	0.6342617	300	0.8532334	440.2999	2.35	3	102	96	49	0.5886288	1.690036	6.436867	9.343649	31	281	0.7738701	163.4153	6.207176	16.69525	10.63333	0.4672077	0.4412478	18	18	80	176	0.6628174	102514	7.383501	179	12.63678	6.31839	12.38609	1.441044	0.0421226	303915888	2008858	104877	2.632554e-4	31	0.6546548	0.7362874	0.551091	0.7521587	0.720522	0.5581682	0.5454039	SSE	TRUE	SSE_TRUE
0.8470192	3181	1417	-0.226973	361.9559	10	10	-0.7259818	300	0.8447181	465.8458	2.458333	4	97	106	49	0.6421405	-1.313854	7.335327	9.33004	1	281	0.7760596	156.5086	6.476082	17.67628	10.60333	0.5205773	0.4826341	14	18	72	192	0.6276056	79169	8.06621	194	16.01094	8.005472	19.62272	1.580228	0.05336981	331844409	2598856	118781	2.007725e-4	31	0.6879495	0.7790063	0.6592371	0.7678242	0.7901139	0.6557826	0.6646249	SSE	TRUE	SSE_TRUE
1.816625	2947	1123	0.06298079	353.9438	10	10	0.6342617	300	0.8520869	443.7394	2.44	6	100	100	49	0.6254181	-1.5427	7.059136	9.332422	1	284	0.8376809	159.5279	6.831299	17.11222	9.823333	0.5142024	0.4706253	26	15	90	187	0.6351301	56835	5.015507	188	16.68236	8.34118	20.16451	1.443042	0.05560786	389100924	2732572	115459	1.880072e-4	28	0.6810774	0.7420391	0.6257395	0.7626951	0.7215208	0.6313458	0.6214158	SSE	TRUE	SSE_TRUE
2.601209	3043	1201	-0.03269287	355.7508	10	10	0.7233296	300	0.8707102	387.8693	2.391304	4	101	98	45	0.5919732	0.3795253	4.443971	9.338275	1	283	0.8112539	160.7159	6.388519	17.21064	10.14333	0.4743008	0.4404868	28	16	88	177	0.6607037	68980	5.454303	180	14.3818	7.190901	26.83206	1.2878829999999999	0.04793934	331299291	2353374	114881	2.162214e-4	31	0.6693597	0.6486109	0.5097795	0.6533115	0.6439416	0.418908	0.6017043	SSE	TRUE	SSE_TRUE
1.168429	3641	1903	-0.3470007	362.6253	10	10	0.8381582	300	0.8462832	461.1504	2.444444	4	103	94	44	0.6053512	0.9655274	5.535669	9.348067	10	277	0.6780131	160.5636	5.02206	17.70174	12.13667	0.5256934	0.4581206	14	22	78	181	0.6384448	147368	11.503	181	12.37388	6.186942	8.539589	1.567586	0.04124628	298242036	1949184	102271	2.739642e-4	35	0.6880977	0.7711545	0.6659264	0.7584313	0.7837928	0.6136085	0.7197998	SSE	TRUE	SSE_TRUE
1.262167	3051	1277	0.3309326	346.5239	10	10	0.8381582	300	0.8584708	424.5877	2.368421	3	104	92	47	0.5953177	0.345073	3.470936	9.338251	1	283	0.8091267	163.0254	5.93985	16.41924	10.17	0.4911031	0.4449191	26	16	102	178	0.6571134	87923	4.957625	179	14.57226	7.286132	21.42828	1.346273	0.04857422	249016134	2365512	110701	2.141474e-4	27	0.699942	0.7100128	0.5291437	0.7471365	0.6731367	0.5837517	0.4739327	SSE	TRUE	SSE_TRUE
0.9619735	3296	1592	-0.507467	372.7969	10	10	0.8381582	300	0.8425239	472.4284	2.272727	4	92	116	54	0.6588629	-0.6270944	5.385349	9.327902	1	278	0.7489823	153.6438	6.203403	18.65043	10.98667	0.5618078	0.521332	16	21	76	197	0.6030193	74516	11.02992	199	15.92783	7.963913	20.28989	1.591452	0.05309276	336510954	2579995	114199	1.978793e-4	36	0.6526059	0.790014	0.6766235	0.7842637	0.7957259	0.6158896	0.7391483	SSE	TRUE	SSE_TRUE
2.382335	3704	1970	-0.4701108	365.5805	10	10	0.8381582	300	0.8513853	445.844	2.166667	4	101	98	53	0.6086957	0.06330367	2.603568	9.338265	10	274	0.666481	160.6248	5.80625	19.56789	12.34667	0.5110633	0.4719319	18	25	68	182	0.6398241	114938	23.87942	185	15.57355	7.786777	26.18322	1.408118	0.05191184	348059505	2532389	114837	1.978864e-4	39	0.6999619	0.7455585	0.6853772	0.7873363	0.7040591	0.752184	0.6178421	SSE	TRUE	SSE_TRUE
2.353926	3283	1519	-0.1431055	355.4977	10	10	0.3195481	300	0.8309695	507.0914	2.346154	4	102	96	47	0.6086957	-0.5609686	3.875828	9.32442	1	281	0.7519481	161.3721	6.290802	18.06236	10.94333	0.5124327	0.4613421	14	18	68	182	0.6416056	85760	9.30447	183	16.303	8.151499	22.59903	1.581122	0.05434333	391829277	2626503	103851	1.85982e-4	33	0.6631697	0.847979	0.8170037	0.9057823	0.790561	0.8400763	0.79018	SSE	TRUE	SSE_TRUE
0.02767542	3324	1500	0.2072705	347.5846	10	10	0.6342617	300	0.8744351	376.6948	2.423077	5	101	98	49	0.6187291	2.706571	8.938906	9.348713	38	281	0.7426732	160.8432	5.37606	16.53436	11.08	0.4973389	0.4621696	20	18	90	185	0.6498657	126155	6.749431	187	11.00266	5.501332	16.4787	1.256597	0.03667554	314172027	1753861	116777	2.999963e-4	29	0.6940878	0.6299244	0.4177762	0.6315612	0.6282986	0.4312856	0.405749	SSE	TRUE	SSE_TRUE
0.5724526	3161	1325	-0.3197656	363.8504	10	10	0.8381582	300	0.8225377	532.3869	2.407407	5	97	106	51	0.6153846	-1.496202	6.608077	9.318952	1	277	0.7809698	157.8993	6.786567	18.21652	10.53667	0.5273379	0.4783198	22	22	78	184	0.6343099	64064	10.92507	185	16.46321	8.231603	19.25417	1.829062	0.05487735	414217962	2640067	108255	1.837043e-4	38	0.6866215	0.8902792	0.8268502	0.8658646	0.914531	0.7164328	0.9381102	SSE	TRUE	SSE_TRUE
2.099286	3335	1637	-0.1666602	354.5954	10	10	1	300	0.8580099	425.9703	2.190476	4	105	90	45	0.5819398	0.4485093	6.252467	9.33682	1	278	0.7402236	163.6244	6.183837	17.70754	11.11667	0.496154	0.4417412	18	21	76	174	0.6540833	101491	11.54153	177	15.02064	7.510322	23.45509	1.272247	0.05006881	252522000	2445121	116885	2.084551e-4	32	0.6233816	0.7123249	0.5552506	0.7890375	0.6361237	0.610702	0.4903359	SSE	TRUE	SSE_TRUE
2.117989	3365	1609	0.001166992	349.4113	10	10	0.8381582	300	0.8469815	459.0554	2.461538	4	106	88	50	0.5886288	1.13561	7.158085	9.336288	1	281	0.7336243	165.6392	5.827225	17.00858	11.21667	0.4567213	0.427529	14	18	68	176	0.6667575	121650	9.207079	176	13.21455	6.607274	16.8689	1.408585	0.04404849	233624685	2101256	118361	2.585619e-4	30	0.5193675	0.7676512	0.7248418	0.8314351	0.7042925	0.7987218	0.6457976	SSE	TRUE	SSE_TRUE
1.245354	2994	1204	0.3633771	343.7184	10	10	0.8381582	300	0.8427556	471.7331	2.095238	4	103	94	55	0.5986622	-0.7065346	3.897992	9.327618	1	282	0.8245309	164.6153	6.931747	16.87148	9.98	0.4458282	0.441154	22	17	94	179	0.6670487	69260	6.521338	180	15.97174	7.98587	21.85792	1.385048	0.05323913	331305261	2588290	109581	1.932431e-4	28	0.631159	0.7888514	0.6723568	0.8858255	0.6925238	0.8523554	0.4771283	SSE	TRUE	SSE_TRUE
1.793361	3298	1494	-0.3241591	359.304	10	10	0.5614878	300	0.849	453.0001	2.263158	4	105	90	50	0.5886288	-0.6927071	5.085894	9.331043	591	278	0.7485281	162.6206	5.913661	18.77703	10.99333	0.5155392	0.454187	22	21	90	176	0.6463144	71976	9.892932	178	16.30184	8.15092	24.09824	1.381865	0.05433947	410608296	2658750	115591	1.87352e-4	38	0.7052206	0.7575252	0.6711163	0.8245649	0.6909324	0.8936096	0.4434271	SSE	TRUE	SSE_TRUE
1.616497	3367	1697	-0.1254855	353.3835	10	10	0.8381582	300	0.8529099	441.2703	2.5	5	105	90	44	0.5886288	0.6918924	7.448494	9.335836	1	280	0.7331885	163.5098	5.861462	17.40533	11.22333	0.5292246	0.4539821	24	19	76	176	0.6432653	113052	8.675708	176	14.1861	7.093052	17.95639	1.37962	0.04728702	251850738	2286225	107601	2.325493e-4	31	0.5075443	0.7379101	0.5709584	0.7863332	0.6898099	0.6032663	0.5361178	SSE	TRUE	SSE_TRUE
1.969733	3490	1790	-0.3418481	364.0248	10	10	0.6342617	300	0.8441436	467.5692	2.517241	5	96	108	49	0.632107	-0.2211061	8.355667	9.342032	587	280	0.7073483	156.2315	5.725933	18.04201	11.63333	0.5599904	0.5016032	22	19	78	189	0.6155906	117163	11.89186	191	15.72497	7.862484	21.76916	1.472232	0.05241656	339122664	2546518	103367	1.908223e-4	36	0.6538988	0.7818883	0.6874505	0.8279678	0.736116	0.7604103	0.6130595	SSE	TRUE	SSE_TRUE
1.812038	2964	1066	-0.02818436	358.4977	10	10	0.7233296	300	0.8441022	467.6933	2.4	4	93	114	54	0.6454849	-1.802668	9.232738	9.328223	1	284	0.8328764	154.8429	6.789551	17.23799	9.88	0.5471018	0.5080878	22	15	98	193	0.6209371	56556	5.196254	196	16.68007	8.340033	19.50022	1.473133	0.05560022	418157799	2717788	112255	1.812992e-4	30	0.6972398	0.7820957	0.6551994	0.8279305	0.7365666	0.7551559	0.5539292	SSE	TRUE	SSE_TRUE
2.229342	3084	1306	0.062664	349.8032	10	10	0.6342617	300	0.8328411	501.4766	2.315789	4	101	98	58	0.6254181	-1.216296	6.549122	9.325108	1	281	0.8004687	162.0034	6.746803	17.53387	10.28	0.4907653	0.4696307	24	18	76	187	0.6435228	67861	7.693913	187	16.77909	8.389547	18.57641	1.530471	0.05593031	396891279	2715283	106419	1.842717e-4	33	0.529904	0.8385896	0.7707102	0.9124359	0.7652356	0.8242284	0.7092937	SSE	TRUE	SSE_TRUE
2.531989	3088	1290	0.03797119	354.8432	10	10	0.8381582	300	0.867879	396.363	2.391304	5	101	98	46	0.6086957	-0.1003187	3.50831	9.336887	1	282	0.7994319	159.0701	6.877701	17.16754	10.29333	0.5088118	0.4579025	26	17	74	182	0.6442685	76674	8.308317	188	14.84696	7.42348	27.59484	1.30131	0.04948987	349583745	2431727	108377	2.009394e-4	30	0.5978662	0.6628143	0.4897445	0.675055	0.6506552	0.5024819	0.4784326	SSE	TRUE	SSE_TRUE
0.8410537	3267	1509	-0.06066406	355.5303	10	10	0.6342617	300	0.8669347	399.1959	2.454545	4	103	94	41	0.5919732	0.5069776	4.279295	9.34375	1	278	0.7556307	161.3128	6.025672	17.17688	10.89	0.5015992	0.4441379	16	21	84	177	0.6488112	103225	9.094883	180	14.8244	7.412199	27.77772	1.292517	0.04941466	317185500	2425980	106795	1.951379e-4	35	0.6969441	0.6675517	0.4529137	0.6889878	0.6462586	0.5228929	0.3840046	SSE	TRUE	SSE_TRUE
1.117664	3354	1592	-0.1946313	356.0999	10	10	0.8381582	300	0.8590011	422.9966	2.380952	4	103	94	47	0.6020067	0.22698	7.148683	9.338174	595	280	0.7360303	161.5374	6.208736	18.5402	11.18	0.5133711	0.4568524	16	19	64	180	0.6451226	85659	10.61632	182	15.52266	7.761331	33.29432	1.353224	0.05174221	397929111	2536968	110379	1.830926e-4	36	0.6196593	0.7073522	0.5550036	0.7382987	0.676612	0.6346297	0.4758638	SSE	TRUE	SSE_TRUE
0.6087472	3039	1211	-0.08420792	354.7602	10	10	0.6342617	300	0.8562473	431.2581	2.318182	5	104	92	46	0.5919732	-0.583143	6.497823	9.33111	1	282	0.8123217	162.2891	6.41745	17.52109	10.13	0.4940568	0.4434273	28	17	92	177	0.6556913	61420	5.544916	180	15.62562	7.812809	23.09922	1.4199600000000001	0.05208539	379782249	2550481	116359	1.964648e-4	31	0.7052227	0.7211673	0.5087571	0.7324296	0.7099802	0.432559	0.5858951	SSE	TRUE	SSE_TRUE
-1.742733	3220	1318	0.3029614	343.7224	10	10	0.0809209	300	0.8415849	475.2454	2.315789	3	104	92	50	0.6086957	-0.4082567	6.894234	9.349797	3	284	0.7666601	164.8211	4.73468	16.80678	10.73333	0.4542257	0.4345847	24	15	102	182	0.6684933	104498	4.329989	183	13.8463	6.923149	16.0941	1.597966	0.04615432	403253136	2204879	108379	2.144789e-4	27	0.7006989	0.7947247	0.5750694	0.7904378	0.798983	0.6289128	0.5234729	SSE	TRUE	SSE_TRUE
2.309243	3353	1691	-0.2608789	363.8659	10	10	0.7233296	300	0.8457801	462.6598	2.46875	4	91	118	53	0.6488294	-0.01020463	4.742117	9.332076	1	280	0.7362498	153.6006	6.180977	17.62219	11.17667	0.5705937	0.5202689	14	19	64	194	0.6079352	106096	11.47705	196	15.48364	7.741822	18.85949	1.467618	0.05161214	282101682	2506170	105241	2.071539e-4	32	0.6878506	0.7736786	0.6541491	0.8138157	0.7338092	0.7185412	0.589175	SSE	TRUE	SSE_TRUE
2.070387	2961	1149	0.3280113	348.7292	10	10	0.6342617	300	0.8487082	453.8754	2.730769	5	95	110	57	0.638796	-0.0630541	4.080457	9.338667	592	284	0.8337202	158.5436	6.78302	17.0753	9.87	0.5067608	0.4898527	22	15	104	191	0.6362555	59756	5.090067	192	16.16417	8.082083	22.45359	1.400769	0.05388055	387864729	2633526	117229	1.929782e-4	28	0.6247338	0.758989	0.6220234	0.8179867	0.7003847	0.7548173	0.485283	SSE	TRUE	SSE_TRUE
1.008492	3248	1482	-0.209353	360.3523	10	10	-0.7286165	300	0.8508454	447.4639	2.642857	6	97	106	47	0.638796	-0.434537	5.595648	9.333429	1	280	0.760051	156.4939	6.538738	17.86042	10.82667	0.5349543	0.4886468	18	19	70	191	0.6245354	85056	10.53842	191	15.78884	7.89442	22.28877	1.451658	0.05262947	309847320	2570040	110981	1.969783e-4	33	0.7011986	0.7482674	0.6464202	0.7708564	0.7258289	0.7746281	0.520218	SSE	TRUE	SSE_TRUE
0.9882545	3543	1795	-0.3977905	365.9512	10	10	0.5614878	300	0.8489467	453.1599	2.384615	3	100	100	45	0.6053512	0.4159113	3.518943	9.344547	4	279	0.696767	158.522	5.513575	18.05813	11.81	0.5071519	0.4616859	16	20	68	181	0.6403839	124725	12.80993	185	14.32927	7.164637	29.58664	1.541917	0.04776425	306720180	2304776	111271	2.160975e-4	32	0.7062915	0.7577924	0.7671474	0.744538	0.7709585	0.8248363	0.712061	SSE	TRUE	SSE_TRUE
1.593412	3095	1225	0.1424951	347.8844	10	10	0.7233296	300	0.8451662	464.5014	2.181818	3	104	92	47	0.5953177	-0.8797289	10.22773	9.32748	1	282	0.7976238	163.922	6.042648	17.47944	10.31667	0.4731334	0.4383298	24	17	96	178	0.6632314	70726	5.26728	180	15.97662	7.988312	25.42662	1.393377	0.05325541	405580323	2593505	108715	1.841593e-4	31	0.6468446	0.7767582	0.6737362	0.857365	0.6966887	0.7472841	0.5900252	SSE	TRUE	SSE_TRUE
0.8073648	3493	1697	0.02030518	347.1991	10	10	0.5614878	300	0.8801518	359.5446	2.263158	4	102	96	59	0.6086957	1.23438	4.078209	9.349237	39	281	0.7067408	164.3328	5.260811	17.62183	11.64333	0.4331686	0.4462594	16	18	88	182	0.6673943	127034	8.317179	184	13.52438	6.762189	30.16063	1.20731	0.04508126	313260099	2216547	108299	2.091848e-4	33	0.5004494	0.6012451	0.4245069	0.5988193	0.6036548	0.4898085	0.3610501	SSE	TRUE	SSE_TRUE
3.253946	2980	1066	0.3397656	346.8684	10	10	-0.7312339	300	0.8405367	478.3899	2.32	4	101	98	50	0.6153846	-2.155896	12.41089	9.327176	1	284	0.8284046	161.5043	6.508667	17.06765	9.933333	0.4833046	0.4534615	24	15	94	184	0.6564868	62768	4.724638	184	16.63388	8.31694	16.43163	1.343462	0.05544626	412637718	2703084	105339	1.813206e-4	30	0.6788571	0.7999831	0.6935628	0.9290961	0.6717308	0.8383534	0.5189421	SSE	TRUE	SSE_TRUE
0.8943118	3028	1142	0.01	354.9612	10	10	0.7233296	300	0.8432225	470.3324	2.416667	4	95	110	58	0.6421405	-1.07112	10.52392	9.327202	16	283	0.8152727	157.4524	6.477356	17.50002	10.09333	0.4953558	0.4835738	24	16	88	192	0.639098	60248	5.710323	193	16.13851	8.069254	24.03495	1.615486	0.05379503	408261702	2619049	114875	1.858137e-4	32	0.6500599	0.7865091	0.672376	0.7651327	0.8077429	0.5170887	0.8279655	SSE	TRUE	SSE_TRUE
1.073194	3251	1485	-0.3168213	363.8792	10	10	0.6342617	300	0.8475884	457.2349	2.44	5	98	104	50	0.6354515	1.087301	9.93719	9.338843	55	281	0.7593496	156.6967	5.976967	17.75168	10.83667	0.5347131	0.4849306	18	18	80	190	0.6238896	87943	8.016711	191	14.15341	7.076704	18.40821	1.544566	0.04717803	314528643	2270780	110079	2.230609e-4	33	0.7014122	0.7646068	0.6938089	0.7568793	0.7722828	0.6226444	0.7666993	SSE	TRUE	SSE_TRUE
0.3956373	3327	1593	0.06888672	351.3188	10	10	1	300	0.8255993	523.202	2.434783	5	100	100	48	0.6020067	0.2284168	4.885651	9.3330939999999991	1	281	0.7420035	160.3285	6.119728	16.88435	11.09	0.483801	0.4539035	14	18	64	180	0.6541651	118755	9.941706	184	15.13111	7.565557	15.55586	1.727832	0.05043704	237055722	2406600	110817	2.246248e-4	29	0.6891841	0.8749198	0.7732073	0.8859975	0.863916	0.8596685	0.6896666	SSE	TRUE	SSE_TRUE
2.570003	3464	1704	-0.2962109	358.6512	10	10	0.7233296	300	0.8704459	388.6624	2.388889	3	102	96	54	0.6220736	-0.228316	6.140092	9.357402	3	280	0.7126575	161.7213	4.61977	17.91175	11.54667	0.4972194	0.4656678	22	19	80	186	0.6420565	116197	8.57641	186	12.57938	6.289689	10.78078	1.162359	0.04193126	327867333	2029543	112227	2.556604e-4	33	0.6798218	0.649937	0.5577223	0.7191561	0.5811795	0.7129121	0.3959172	SSE	TRUE	SSE_TRUE
0.3319451	3268	1466	-0.01576294	352.7961	10	10	-0.1856439	300	0.8353233	494.0301	2.434783	4	101	98	51	0.6153846	0.3042556	7.454521	9.335126	35	281	0.7553995	160.6348	6.012718	17.32749	10.89333	0.4972849	0.462796	22	18	80	184	0.6448322	99997	8.182564	187	14.88626	7.443132	14.72624	1.677797	0.04962088	325141572	2380178	102593	2.122252e-4	32	0.7046752	0.8261372	0.7223955	0.8132902	0.8388987	0.6642133	0.7822766	SSE	TRUE	SSE_TRUE
0.9950793	3290	1486	-0.04815063	355.3885	10	10	0.8381582	300	0.8733201	380.0398	2.344828	5	97	106	52	0.6220736	2.817607	6.904541	9.350883	35	277	0.7503482	158.5867	6.175685	16.86457	10.96667	0.5110566	0.4770155	14	22	82	186	0.6404386	113667	10.42698	188	10.62754	5.31377	15.58973	1.216723	0.03542513	266182146	1684557	110937	3.151692e-4	33	0.5985581	0.6355181	0.4576973	0.6628572	0.6083613	0.5572942	0.3588124	SSE	TRUE	SSE_TRUE
0.07715799	3033	1249	0.3096322	342.6425	10	10	0.6342617	300	0.8544018	436.7946	2.315789	4	106	88	50	0.5785953	0.1526285	3.361116	9.328558	1	283	0.8139287	166.5801	6.817352	17.17371	10.11	0.4395609	0.4235553	20	16	78	173	0.6742735	68313	6.439365	175	14.66962	7.334811	27.78402	1.367013	0.04889874	363694641	2375653	110839	2.07246e-4	31	0.5995082	0.7304258	0.4625675	0.7776602	0.6835063	0.4731315	0.4491888	SSE	TRUE	SSE_TRUE
1.529052	3194	1340	0.08581665	350.8315	10	10	0.5614878	300	0.8681579	395.5264	2.185185	3	97	106	57	0.6254181	-0.01532741	6.794323	9.353123	9	283	0.7729009	159.867	5.51474	16.90328	10.64667	0.5068623	0.4806344	20	16	100	187	0.6412235	98447	5.553668	188	14.23641	7.118206	14.52248	1.365751	0.0474547	372229608	2322696	116957	2.221678e-4	29	0.6865372	0.6614155	0.5491366	0.6398115	0.6828754	0.5980206	0.5014888	SSE	TRUE	SSE_TRUE
1.526144	3348	1658	-0.3979745	368.2768	10	10	0.7233296	300	0.8707777	387.6668	2.307692	4	95	110	51	0.638796	0.7979271	3.549823	9.341485	1	279	0.7373493	154.864	6.396635	17.76825	11.16	0.560918	0.504449	16	20	60	191	0.6106548	102073	11.71344	193	14.11198	7.055991	30.16141	1.347879	0.04703994	254138037	2305090	118065	2.190991e-4	35	0.6201484	0.6482723	0.4986435	0.6224326	0.6739397	0.4690252	0.5284049	SSE	TRUE	SSE_TRUE
1.320254	3038	1280	0.0423877	354.2403	10	10	0.7233296	300	0.8347053	495.8842	2.333333	5	101	98	45	0.6120401	-1.196402	5.079229	9.327947	593	283	0.8125891	159.2659	6.827606	17.24174	10.12667	0.5275594	0.4666929	18	16	76	183	0.6374465	67535	6.532397	186	17.18415	8.592076	20.65725	1.592677	0.05728051	367168245	2791306	107845	1.84173e-4	31	0.6317814	0.8292378	0.7545938	0.8623579	0.7963384	0.7462799	0.7631966	SSE	TRUE	SSE_TRUE
2.012463	3410	1674	0.01	347.5227	10	10	1	300	0.8456128	463.1616	2.285714	3	105	90	51	0.5919732	0.432409	3.355584	9.341265	20	279	0.723943	164.6311	5.752031	17.63938	11.36667	0.4769888	0.4442138	20	20	80	177	0.659875	114232	10.15273	179	14.52324	7.261622	18.41266	1.440109	0.04841081	329768307	2333573	112775	2.167004e-4	33	0.6919042	0.7745178	0.6869841	0.8293466	0.7200544	0.7815007	0.589425	SSE	TRUE	SSE_TRUE
1.422216	3201	1447	-0.05173904	354.8954	10	10	0.6342617	300	0.8575817	427.2549	2.380952	4	101	98	48	0.6120401	0.1866033	4.075505	9.337109	1	283	0.7712107	160.238	6.020172	17.33759	10.67	0.4974452	0.4609578	16	16	78	183	0.6431156	89754	7.272007	186	15.39278	7.696389	21.29513	1.459451	0.05130926	306997185	2511112	106257	1.954561e-4	29	0.6823496	0.7144731	0.5898201	0.6991185	0.7297254	0.6221805	0.5591804	SSE	TRUE	SSE_TRUE
3.261325	3126	1352	-0.04860219	355.3312	10	10	0.0809209	300	0.8493359	451.9922	2.478261	5	99	102	52	0.638796	-0.23120280000000001	3.290403	9.330723	1	282	0.7897139	159.1066	6.227341	17.55492	10.42	0.5030027	0.4738245	16	17	88	191	0.6376199	73668	6.21097	192	15.7034	7.851699	23.39414	1.454038	0.05234466	364365036	2551994	109541	1.944393e-4	30	0.6986716	0.7558399	0.7936231	0.7848542	0.727019	0.8302888	0.7581844	SSE	TRUE	SSE_TRUE
2.969973	3241	1455	-0.182854	357.5506	10	10	-0.1856439	300	0.8540625	437.8124	2.368421	5	101	98	50	0.5919732	-0.4135216	3.881774	9.332613	1	280	0.7616926	161.3006	6.208885	18.070430000000002	10.80333	0.4823069	0.4510656	20	19	70	177	0.6524576	79300	9.295641	180	16.11062	8.05531	26.50797	1.339452	0.05370206	393572535	2633558	106389	1.825001e-4	34	0.6572823	0.7321278	0.6944993	0.7949483	0.669726	0.6021945	0.7806693	SSE	TRUE	SSE_TRUE
2.659493	3221	1429	-0.3153491	364.035	10	10	-0.0809209	300	0.8429757	471.073	2.347826	6	98	104	46	0.5953177	-0.9952663	5.392084	9.326663	1	281	0.7664221	158.242	6.262291	18.30388	10.73667	0.5118186	0.4640624	14	18	76	178	0.6410606	71075	8.228082	180	16.04088	8.020442	22.58124	1.573662	0.05346961	408562407	2601091	114187	1.860525e-4	34	0.6953891	0.7877476	0.8080716	0.7886704	0.7868308	0.7590538	0.8594624	SSE	TRUE	SSE_TRUE
1.188225	3172	1394	-0.007666016	350.2367	10	10	0.5614878	300	0.847644	457.0679	2.3	3	105	90	47	0.5919732	-0.9433042	5.850135	9.332342	1	279	0.7782615	164.1513	6.460928	17.62368	10.57333	0.4734856	0.4366186	18	20	88	177	0.6612222	79003	8.840758	178	16.33227	8.166136	27.45178	1.484978	0.05444091	321415662	2661769	113889	1.852869e-4	35	0.7041776	0.7643275	0.6595197	0.7863128	0.7424888	0.6837906	0.6366567	SSE	TRUE	SSE_TRUE
-0.6238451	3625	1921	-0.3020996	362.7804	10	10	0.8381582	300	0.8645026	406.4922	2.461538	4	94	112	56	0.6588629	2.514182	7.448379	9.349459	42	281	0.6810057	156.4383	4.97612	17.16167	12.08333	0.5229596	0.5025013	12	18	70	197	0.6209955	157087	10.284	197	10.55622	5.278112	15.14603	1.412141	0.03518742	218517312	1655891	112065	3.324816e-4	30	0.6753561	0.6797528	0.536006	0.6532583	0.7060707	0.5800484	0.4926564	SSE	TRUE	SSE_TRUE
2.570001	3162	1348	-0.07833008	357.8779	10	10	0.8381582	300	0.8325583	502.3251	2.344828	4	97	106	50	0.6187291	-1.487583	5.965076	9.327384	589	282	0.7807228	157.7609	6.184677	17.39362	10.54	0.5214671	0.4771349	20	17	84	185	0.6355864	82667	7.28602	187	16.96807	8.484033	16.68188	1.526961	0.05656022	388942803	2748676	103977	1.892191e-4	31	0.7040703	0.8400085	0.8873886	0.91705	0.7634805	1.107103	0.6603199	SSE	TRUE	SSE_TRUE
3.137493	3333	1581	-0.139425	355.5741	10	10	0.8381582	300	0.8817291	354.8127	2.192308	4	101	98	50	0.6153846	2.220539	7.899754	9.35281	49	281	0.7406677	160.8325	5.994392	17.48515	11.11	0.4987955	0.4646361	16	18	64	184	0.6410408	106179	9.576488	187	11.97182	5.98591	18.20223	1.078975	0.03990607	264979749	1940857	114481	2.741466e-4	30	0.6769664	0.5933324	0.5460207	0.6475384	0.5394877	0.6580649	0.4307147	SSE	TRUE	SSE_TRUE
