gamma sackin colless colless_corr colless_quad beta blum crown_age tree_height pigot_rho number_of_lineages nltt_base phylogenetic_div avg_ladder max_ladder cherries double_cherries four_prong il_number pitchforks stairs laplace_spectrum_a laplace_spectrum_p laplace_spectrum_e laplace_spectrum_g min_laplace max_laplace min_adj max_adj imbalance_steps j_one b1 b2 area_per_pair average_leaf_depth i_stat ew_colless max_del_width max_depth avg_vert_depth max_width mw_over_md tot_path tot_internal_path rogers stairs2 tot_coph var_depth symmetry_nodes mpd psv vpd mntd j_stat rquartet wiener max_betweenness max_closeness max_closenessW diameter eigen_centrality eigen_centralityW mean_branch_length var_branch_length mean_branch_length_int mean_branch_length_ext var_branch_length_int var_branch_length_ext treeness root_imbalance model
-5.306946 3157 1423 0.03194092 80121 0.09244141 349.431 10 10 -0.7540487 300 0.6715785 985.2644 2.157895 4 100 6 16 100 59 0.6187291 -1.294073 5.42345 9.296619 571 0.0001755816 17.28866 0.0001556626 8.557715 279 0.7819593 162.1577 6.473738 17.33064 10.52333 0.4607313 0.4632827 28 20 9.542571 90 4.5 5716 2559 185 0.6513779 83332 9.019521 188 18.50488 9.252439 6.468109 3.836633 0.06168293 299848314 2734617 108707 0.0001871958 0.0002026581 32 0.2434467 0.7071026 1.647599 2.035669 1.375065 1.918316 1.538018 2.389241 0.415898 0.7833333 DDD
-4.708787 2986 1190 0.02671096 55422 0.1572168 354.4354 10 10 0.0809209 300 0.6727544 981.7368 2.703704 6 95 7 25 110 51 0.6488294 -1.425224 6.266678 9.293455 577 0.0001461231 21.20689 0.008359497 9.936426 283 0.82674 155.2552 6.780151 16.73753 9.953333 0.5320535 0.4953582 30 16 8.971619 102 6.375 5374 2388 194 0.6231591 71068 5.997815 195 18.90123 9.450613 5.914347 3.812441 0.06300409 313546791 2807838 111991 0.0002002002 0.000199651 30 0.243913 0.7066549 1.6417 2.059362 1.375405 1.906221 1.576095 2.405403 0.4174954 0.8166667 DDD
-5.551092 3277 1513 0.03396108 126745 0.1266693 348.6453 10 10 0.6342617 300 0.6780711 965.7866 2.37037 4 102 11 23 96 47 0.6153846 -1.132595 5.246383 9.299656 17 0.0000993994 19.26871 0.01738033 8.712672 280 0.7533249 161.1312 6.117565 17.09376 10.92333 0.5033756 0.4616174 20 19 9.943239 80 4.210526 5956 2679 184 0.6451499 106584 8.726544 186 17.90418 8.952089 6.321596 3.662141 0.0596806 310638681 2638538 112811 0.0001904399 0.0002094285 34 0.2529362 0.6821547 1.615028 1.881496 1.397535 1.83107 1.692934 1.981113 0.4312189 0.9433333 DDD
-6.588592 3369 1663 0.03732801 170479 -0.01649902 354.5036 10 10 -0.2767535 300 0.6511134 1046.66 2.461538 5 98 6 24 104 51 0.632107 -0.7801253 4.350182 9.291082 594 0.0000599646 19.59513 0.001680267 8.776999 282 0.7327532 158.111 6.024094 16.73402 11.23 0.520436 0.4836036 16 17 10.25042 66 3.882353 6140 2771 189 0.6324869 128405 9.181037 193 17.85483 8.927413 6.72176 4.239752 0.05951609 188410503 2581160 106769 0.0001998401 0.0002187843 29 0.2543304 0.7059083 1.750267 2.324477 1.378178 2.119876 1.534017 2.842369 0.3923882 0.8766667 DDD
-5.792007 3442 1818 0.04080716 168856 -0.1077734 356.4274 10 10 -0.7415351 300 0.692819 921.5429 2.37931 4 95 10 25 110 55 0.6287625 -1.034505 4.077645 9.298931 22 0.000104483 20.28353 0.002048725 9.610773 280 0.7172126 157.8003 5.625687 17.25851 11.47333 0.5358765 0.4970225 14 19 10.49416 76 4 6286 2844 188 0.6246531 127557 11.03942 190 17.81025 8.905125 8.648552 3.590114 0.0593675 215282145 2648233 103115 0.0001879346 0.0002061831 30 0.2438761 0.7070305 1.541042 1.847946 1.285322 1.795057 1.465302 2.104297 0.4156353 0.94 DDD
-4.527495 3102 1218 0.02733945 95524 0.1468656 351.8333 10 10 -0.7286165 300 0.6815717 955.2848 2.357143 5 99 14 26 102 48 0.6053512 -1.347292 6.652783 9.299357 13 0.0003421722 18.30736 0.0000379384 8.790163 284 0.7958239 159.9611 5.614014 16.61931 10.34 0.5027337 0.4602802 24 15 9.358932 104 6.933333 5606 2504 181 0.6512542 91061 4.733512 183 18.3392 9.169599 5.962133 3.699738 0.06113066 357722514 2722881 105341 0.0001977848 0.0002029692 28 0.2439985 0.7070773 1.597466 2.093991 1.343369 1.849869 1.642083 2.42161 0.4190626 0.9566667 DDD
-5.380047 2811 899 0.02017912 20293 0.8933008 344.7919 10 10 0.0809209 300 0.6758731 972.3806 2.48 4 98 8 23 104 51 0.6220736 -1.228312 5.354365 9.29429 590 0.0001122896 20.30094 0.0000005994 9.262356 285 0.878209 159.4218 7.289062 16.35021 9.37 0.4823564 0.4635947 26 14 8.387312 108 7.714286 5024 2213 186 0.652038 53591 3.912809 189 18.72592 9.362961 7.232346 3.850695 0.06241974 393912363 2782002 117981 0.0002055498 0.0001990686 28 0.2214517 0.7006983 1.626055 1.958645 1.324753 1.925347 1.352196 2.387234 0.4059896 0.6333333 DDD
-6.020816 3129 1343 0.03014523 76023 0.1366064 349.9944 10 10 0.2528683 300 0.6732539 980.2382 2.65 5 100 9 19 100 52 0.6187291 -1.017697 3.903988 9.294186 580 0.0000407684 21.02053 0.0005636506 9.897168 282 0.7889567 160.8494 6.387955 17.23472 10.43 0.4836336 0.4602406 14 17 9.449082 78 4.588235 5660 2531 185 0.6500788 81297 7.035217 187 18.25775 9.128876 8.316197 3.854142 0.06085917 348461109 2693298 113641 0.0001880053 0.0002017551 32 0.2519118 0.7059722 1.639194 1.938552 1.349385 1.927071 1.316276 2.39629 0.4102236 0.6733333 DDD
-4.676396 3216 1352 0.03034724 118356 -0.01797119 358.1062 10 10 -0.9304067 300 0.6628565 1011.43 2.625 6 92 9 29 116 51 0.6454849 -1.289841 5.819457 9.301189 5 0.000126673 20.96443 0.002633943 9.599789 281 0.7676137 154.1002 5.295326 16.87278 10.72 0.5315068 0.4987327 28 18 9.739566 84 4.666667 5834 2618 193 0.626065 102420 6.68388 196 18.26429 9.132143 5.072322 3.930803 0.06088096 395250093 2675755 103095 0.0001912777 0.0002099827 32 0.2117128 0.706552 1.691355 2.377155 1.41547 1.965401 1.897733 2.71011 0.417043 0.99 DDD
-4.541488 3046 1234 0.02769859 40618 -0.2255469 362.6122 10 10 0.5614878 300 0.6763283 971.015 2.307692 4 96 5 20 108 53 0.6622074 -1.325294 6.031593 9.29299 587 0.0000055749 18.35963 0.0009575281 8.638486 281 0.8104549 155.5185 6.77935 17.46894 10.15333 0.5143998 0.4922511 22 18 9.171953 82 4.555556 5494 2448 198 0.6205536 63636 6.812531 198 18.77052 9.385258 7.249349 3.838975 0.06256839 346142148 2790822 117299 0.0001921968 0.0002000095 32 0.2341259 0.6290448 1.623771 2.239929 1.32607 1.919488 1.583701 2.723189 0.4069646 0.7433333 DDD
-5.962277 3210 1450 0.03254697 70088 -0.1224706 358.2838 10 10 0.5614878 300 0.6950871 914.7386 2.37931 4 98 9 24 104 45 0.6254181 -1.100096 4.615501 9.279624 3 0.0000458623 26.01277 0.0006155192 12.11488 282 0.7690485 157.7692 6.046524 17.90885 10.7 0.5131539 0.4708463 16 17 9.719533 76 4.470588 5822 2612 187 0.6376446 78289 7.789298 190 17.64691 8.823453 9.814248 3.812641 0.05882302 382311180 2623012 111005 0.0001758396 0.0002000098 33 0.2167457 0.7071004 1.529663 1.85415 1.150478 1.906321 1.018332 2.404931 0.3747982 0.6133333 DDD
-5.095337 2966 1066 0.02392763 28926 0.3552234 346.1343 10 10 0.06144626 300 0.6662702 1001.19 2.461538 5 99 10 23 102 52 0.6120401 -1.114686 4.705554 9.293173 574 0.0000801504 19.30063 0.001807546 9.081234 284 0.8323148 161.1587 6.553467 17.19452 9.886667 0.4897064 0.4648234 30 15 8.904841 102 6.8 5334 2368 183 0.6519978 57830 4.542297 184 18.65696 9.32848 7.588354 3.86418 0.06218987 414408306 2752345 115531 0.0001904399 0.0002001375 29 0.2036597 0.5519682 1.67423 2.207807 1.414639 1.93209 1.497874 2.786499 0.4210616 0.57 DDD
-6.457791 3098 1288 0.02891069 76780 0.298913 349.5509 10 10 -0.9489752 300 0.6736536 979.0392 2.384615 4 96 6 21 108 56 0.6354515 -1.134394 4.552241 9.27835 6 0.0001174092 20.13657 0.0000410294 9.283262 282 0.7968514 158.8851 6.420456 17.01048 10.32667 0.4820673 0.4734282 24 17 9.345576 84 4.941176 5598 2500 190 0.6470995 81691 6.836076 191 17.98602 8.993009 6.912557 3.990231 0.05995339 340349952 2645268 108621 0.0001870907 0.0002064897 29 0.2479668 0.686878 1.637189 1.99463 1.276861 1.995115 1.31944 2.414033 0.388651 0.6933333 DDD
-6.061137 3105 1255 0.02816996 74469 0.763566 333.789 10 10 -0.8280526 300 0.6454941 1063.518 2.173913 4 104 14 21 92 55 0.5719064 -1.162416 5.251945 9.287013 511 0.0000889868 19.18948 0.0000234777 9.290761 284 0.7950549 168.0869 6.289856 17.10883 10.35 0.4012185 0.4155806 26 15 9.368948 80 5.333333 5612 2507 171 0.694767 80532 6.288462 173 18.59982 9.299912 5.658782 4.232706 0.06199941 383313675 2704698 106065 0.0001842978 0.0002053985 30 0.2484703 0.7066684 1.778458 2.304277 1.438295 2.116353 1.536385 2.844861 0.4030133 0.5966667 DDD
-6.062893 3020 1278 0.02868622 52302 0.3279883 344.9469 10 10 -0.2927217 300 0.6732067 980.38 2.619048 5 102 8 20 96 53 0.6086957 -1.267547 5.534514 9.291419 584 0.0002412487 18.41464 0.0004691732 8.592892 283 0.8174323 162.5523 6.653229 17.03452 10.06667 0.495082 0.459946 20 16 9.085142 94 5.875 5442 2422 182 0.650891 69491 5.554069 183 18.77487 9.387436 6.879152 3.809873 0.06258291 336402756 2785984 108919 0.0001934985 0.0002004868 30 0.2428632 0.7070658 1.639431 1.863882 1.372145 1.904936 1.511004 2.078702 0.4170823 0.71 DDD
-4.466856 3037 1277 0.02866378 54277 0.05710938 354.9831 10 10 -0.7312339 300 0.6959738 912.0785 2.4 5 97 13 26 106 48 0.6020067 -1.258005 5.938439 9.290434 552 0.0000220585 16.0955 0.0005948234 7.35103 282 0.8128566 158.5593 6.733871 17.10419 10.12333 0.507242 0.4669079 20 17 9.141903 86 5.058824 5476 2439 180 0.6454958 70470 6.770691 184 18.17135 9.085676 7.721209 3.526358 0.06057117 318935244 2718694 110595 0.0001946283 0.0002021886 31 0.2471556 0.7071045 1.525215 1.918004 1.285654 1.763179 1.420756 2.304327 0.4200568 0.7533333 DDD
-5.31196 3159 1417 0.03180624 121711 0.2647311 346.3478 10 10 0.5614878 300 0.6754181 973.7457 2.238095 5 105 14 17 90 46 0.5819398 -1.150565 3.883719 9.295435 589 0.000036257 17.5019 0.0009751393 8.15626 281 0.7814643 164.6106 6.29438 16.4167 10.53 0.4574841 0.428188 18 18 9.549249 90 5 5720 2561 174 0.6672017 104126 7.621171 178 18.29647 9.148236 6.548408 3.781213 0.06098824 228333483 2704140 108697 0.0002052967 0.0002049991 28 0.2525606 0.7044027 1.628337 1.987413 1.364308 1.890607 1.567479 2.272691 0.4175256 0.9133333 DDD
-4.533311 2955 1139 0.02556621 51957 0.5164258 344.6573 10 10 -0.895676 300 0.6735691 979.2927 2.545455 5 98 10 21 104 57 0.5919732 -1.15531 4.275173 9.297688 568 0.0001036438 20.22523 0.000010454 9.081272 285 0.8354131 161.5155 6.825928 16.60742 9.85 0.4787787 0.462832 18 14 8.868114 90 6.428571 5312 2357 177 0.6584864 69351 4.897157 182 18.4757 9.237852 6.859951 3.628621 0.06158568 314638197 2732966 116879 0.0002033347 0.0002036026 28 0.2445849 0.7067317 1.637613 2.120622 1.45973 1.81431 1.727672 2.455173 0.4441978 0.7533333 DDD
-3.777077 3016 1206 0.0270701 39626 -0.02827637 357.6285 10 10 0.3195481 300 0.7064294 880.7117 2.4375 5 93 3 30 114 56 0.6521739 -1.19217 4.388159 9.294791 581 0.0002934966 17.58111 0.004953681 7.988221 283 0.8185164 154.477 6.536224 17.29039 10.05333 0.5549555 0.517553 24 16 9.071786 92 5.75 5434 2418 195 0.6127601 63155 5.602497 198 18.30479 9.152396 8.451333 3.342798 0.06101598 390191346 2761453 113207 0.0001893939 0.0001977046 29 0.2351133 0.6905405 1.472762 1.774838 1.272792 1.671399 1.462596 2.011484 0.4306654 0.6066667 DDD
-5.257089 3459 1699 0.03813607 196967 -0.06066406 352.7571 10 10 0.8381582 300 0.6866573 940.028 2.272727 3 104 10 20 92 46 0.6053512 -0.7209885 4.544834 9.306415 65 0.0000476511 19.94794 0.0006180106 9.335664 282 0.7136877 162.0748 5.4104 16.74544 11.53 0.5077416 0.4528577 14 17 10.55092 74 4.352941 6320 2861 181 0.6490702 141604 9.313478 182 17.0992 8.5496 7.850174 3.658161 0.05699733 215832477 2509580 115349 0.0001982161 0.0002230022 27 0.244423 0.5546141 1.571953 2.013231 1.3131 1.829081 1.574254 2.322889 0.4162682 0.96 DDD
-3.073865 3141 1319 0.02960652 53517 -0.1269116 355.0833 10 10 -0.7338342 300 0.7409214 777.2359 2.208333 3 101 7 24 98 52 0.6187291 -1.354292 4.991588 9.299716 586 0.0001327517 18.38319 0.0007551218 8.82028 281 0.7859426 160.959 6.234276 17.81679 10.47 0.4891079 0.4643672 18 18 9.489149 82 4.555556 5684 2543 185 0.6463608 70038 7.092742 187 18.19566 9.097829 11.3839 2.958954 0.06065219 382658838 2803959 111705 0.0001812251 0.0001922124 33 0.2402696 0.7037435 1.299726 1.433105 1.118767 1.479477 0.9405418 1.862112 0.4289466 0.62 DDD
-5.339312 2968 1108 0.02487037 48138 0.4648999 341.8891 10 10 0.3575913 300 0.6429789 1071.063 2.375 4 108 12 12 84 47 0.5652174 -1.261514 5.70174 9.286786 586 0.0000786485 23.95488 0.0000784543 10.93726 284 0.8317539 166.6314 6.742249 16.77953 9.893333 0.4348368 0.4109911 20 15 8.911519 88 5.866667 5338 2370 169 0.6828631 67435 4.951795 172 19.01416 9.507078 5.153434 4.186881 0.06338052 369423681 2774502 116637 0.0001974724 0.0002039878 28 0.2416552 0.7066457 1.791076 2.510814 1.486682 2.09344 1.790426 3.050705 0.4136368 0.65 DDD
-5.443295 3082 1256 0.02819241 36366 -0.1195508 358.7311 10 10 -0.2056056 300 0.6678914 996.3257 2.3125 4 93 9 29 114 55 0.632107 -1.285465 5.580995 9.279124 580 0.0000522902 21.32013 0.01034108 9.955607 280 0.8009882 156.6709 6.713078 17.80455 10.27333 0.5044994 0.4922521 22 19 9.292154 88 4.631579 5566 2484 189 0.6346743 61492 8.085574 192 18.46347 9.231734 7.009265 4.068024 0.06154489 406350447 2720551 116261 0.0001833181 0.0002024628 33 0.2000984 0.7031573 1.666096 2.30885 1.295712 2.034012 1.634072 2.714296 0.3875461 0.5933333 DDD
-5.573132 3120 1344 0.03016767 46456 -0.1077734 357.2022 10 10 -0.9489752 300 0.6656689 1002.993 2.461538 4 96 7 22 108 56 0.632107 -1.163344 5.571026 9.27706 594 0.0000466233 20.71447 0.007694856 9.37009 281 0.7912326 156.8586 6.408134 17.83376 10.4 0.5436972 0.4981374 20 18 9.419032 78 4.333333 5642 2522 189 0.6252001 66518 7.284281 190 18.32627 9.163137 7.709406 4.057313 0.06108758 389808894 2691937 115381 0.0001821162 0.0002004725 34 0.2427992 0.7064259 1.677246 2.362525 1.323478 2.028656 1.635269 2.844183 0.3932193 0.6266667 DDD
-6.012187 3087 1325 0.0297412 54059 0.1572141 347.6496 10 10 -0.8869415 300 0.6582456 1025.263 2.148148 4 102 11 24 96 50 0.6053512 -1.18284 4.90303 9.293771 591 0.0000333295 19.41767 0.0000018881 9.053654 282 0.7996908 162.643 6.50148 17.4435 10.29 0.4759364 0.450872 18 17 9.308848 88 5.176471 5576 2489 181 0.6566088 70336 6.427324 182 18.77422 9.387108 6.876627 4.080836 0.06258072 360937329 2758936 110175 0.0001861158 0.0002011122 33 0.2304634 0.6962575 1.714487 2.151605 1.386368 2.040418 1.641665 2.451442 0.4029577 0.67 DDD
-5.410688 3011 1205 0.02704765 82857 0.6489209 341.8424 10 10 0.3195481 300 0.6887951 933.6148 2.5 4 100 11 23 100 53 0.6086957 -1.320632 5.871213 9.293986 579 0.0003555833 19.5602 0.000584639 8.660199 283 0.8198757 162.2449 6.490326 16.29304 10.03667 0.4617843 0.4529419 28 16 9.055092 92 5.75 5424 2413 182 0.6621049 84773 4.864872 186 18.49266 9.246332 7.529549 3.601796 0.06164221 268519665 2763415 115277 0.0002085941 0.0002009555 27 0.247242 0.691982 1.561229 1.653702 1.319951 1.800898 1.245694 1.948858 0.4213144 0.8133333 DDD
-5.807177 2811 799 0.0179345 9231 0.4777814 346.3048 10 10 -0.8887038 300 0.6972368 908.2897 2.227273 4 103 11 18 94 48 0.5919732 -1.332524 6.012324 9.285336 1 0.0001994618 18.37702 0.002296397 8.665454 284 0.878209 162.4921 7.219666 16.59686 9.37 0.47372 0.4374473 28 15 8.387312 112 7.466667 5024 2213 177 0.6666704 48060 3.832542 180 18.30439 9.152194 8.064517 3.721827 0.06101462 426150690 2744833 112189 0.0001993223 0.000196657 29 0.2201502 0.7031473 1.518879 1.666889 1.174549 1.860913 0.9741027 2.125071 0.3853569 0.5066667 DDD
-4.416996 3178 1338 0.030033 112860 0.2455469 349.0147 10 10 0.3575913 300 0.7027069 891.8794 2.5 4 98 13 22 104 49 0.6153846 -1.386776 6.185346 9.310627 588 0.0002599258 17.99989 0.001235632 8.139058 283 0.7767922 160.3377 5.381531 16.74114 10.59333 0.4887938 0.4615127 24 16 9.612688 96 6 5758 2580 184 0.6502698 99691 5.847447 184 18.26976 9.134881 7.165211 3.416939 0.06089921 389232057 2748468 114407 0.0001960784 0.0002007774 29 0.2239449 0.7068495 1.491437 1.634178 1.272948 1.708469 1.248849 1.927556 0.425325 0.9866667 DDD
-5.906728 3106 1336 0.0299881 67106 -0.2143216 362.614 10 10 0.4999584 300 0.6862892 941.1325 2.478261 4 97 8 19 106 49 0.632107 -1.197603 4.512303 9.284987 593 0.0000365369 20.58306 0.00095853 9.602855 283 0.794799 156.2073 6.81488 17.27969 10.35333 0.518768 0.4797651 20 16 9.372287 68 4.25 5614 2508 189 0.6289145 76850 7.908183 192 18.08857 9.044284 7.265776 3.890666 0.06029523 321866763 2686410 109055 0.0001906941 0.0002062151 29 0.2330252 0.7040985 1.5738 1.848682 1.199774 1.945333 1.13144 2.289382 0.3798961 0.7066667 DDD
-3.44146 3043 1197 0.02686808 43589 0.1984375 350.4082 10 10 0.0809209 300 0.7010624 896.8127 2.32 4 99 13 20 102 47 0.5986622 -1.464676 6.837692 9.291955 583 0.0000464153 19.39681 0.001869404 8.548802 283 0.8112539 160.8126 6.849762 17.38263 10.14333 0.4784824 0.4511119 20 16 9.161937 76 4.75 5488 2445 179 0.6575417 65123 6.89243 183 18.65726 9.328628 7.447965 3.385732 0.06219085 405762501 2815024 111257 0.0001848771 0.0001964232 31 0.2091131 0.6936605 1.499687 1.877748 1.305211 1.692866 1.412091 2.271433 0.4337058 0.5666667 DDD
-6.93258 3212 1502 0.03371417 128864 0.1277734 353.3196 10 10 -0.2056056 300 0.6511318 1046.605 2.5 8 95 8 25 110 54 0.6354515 -1.221956 4.854068 9.282251 581 0.0000725968 21.58084 0.0000053065 9.652849 283 0.7685696 157.5913 6.38269 16.61173 10.70667 0.5270333 0.4939187 18 16 9.72621 76 4.75 5826 2614 190 0.6273027 107676 7.980557 190 18.52176 9.26088 5.335019 4.375879 0.0617392 234650316 2700841 117799 0.0002028809 0.0002099306 27 0.236057 0.7049665 1.750175 2.170695 1.309472 2.18794 1.512514 2.445884 0.3728463 0.8866667 DDD
-3.378497 3148 1322 0.02967386 110846 0.43104 344.4121 10 10 0.8381582 300 0.7009131 897.2608 2.631579 5 102 12 17 96 48 0.6020067 -1.492415 6.027147 9.306617 562 0.0000206526 19.96847 0.000376181 9.246421 283 0.7841949 162.8547 5.95224 16.58537 10.49333 0.4596376 0.4382283 30 16 9.512521 106 6.625 5698 2550 180 0.6656059 98699 5.300959 183 18.53404 9.267019 6.535634 3.446138 0.06178013 337134864 2792650 115221 0.0002 0.0002018206 29 0.2355006 0.7067456 1.500436 1.908219 1.276309 1.723069 1.605302 2.115696 0.4238902 0.9633333 DDD
-4.654801 2975 1119 0.02511728 67175 0.6988323 340.3085 10 10 -0.4519461 300 0.6779701 966.0897 2.269231 3 103 11 23 94 50 0.6053512 -1.333876 6.012286 9.289616 591 0.0001729638 19.37086 0.0000113768 9.269564 284 0.8297968 163.8412 6.726868 16.4019 9.916667 0.4583199 0.4394332 22 15 8.934891 96 6.4 5352 2377 181 0.6669622 76950 4.959588 183 18.79707 9.398537 6.915686 3.552163 0.06265691 307536867 2798541 109011 0.0002027164 0.0001997368 28 0.2493295 0.6068821 1.615535 2.067312 1.45391 1.776081 1.789216 2.298565 0.4484732 0.85 DDD
-5.020193 3486 1732 0.03887679 143502 -0.3565698 364.5358 10 10 -0.8155781 300 0.6937353 918.7942 2.56 5 97 11 22 106 50 0.6187291 -1.26026 5.802843 9.296507 588 0.0000450138 21.05129 0.0006583907 9.797373 280 0.70816 157.4888 4.835758 18.11813 11.62 0.531676 0.4781458 16 19 10.64107 78 4.105263 6374 2888 185 0.6337872 114858 8.035719 185 18.07456 9.037281 8.808482 3.738477 0.06024854 334200708 2697300 107061 0.0001762425 0.0002009885 32 0.2628314 0.7070508 1.536445 2.042668 1.201419 1.869238 1.462748 2.402553 0.3896659 0.6933333 DDD
-6.734134 3086 1224 0.02747413 40030 -0.2741284 364.0798 10 10 0.5614878 300 0.652474 1042.578 2.266667 3 95 10 21 110 52 0.6287625 -1.116513 4.775084 9.278373 582 0.0000400969 24.40783 0.0007972024 11.47907 282 0.79995 156.3295 6.695847 17.74961 10.28667 0.5213911 0.4818558 20 17 9.305509 78 4.588235 5574 2488 188 0.6344624 63322 7.57641 189 18.54741 9.273707 6.895306 4.410705 0.06182472 373228785 2707859 119111 0.0001867414 0.00020414 31 0.2390193 0.7071067 1.743442 2.477978 1.27843 2.205353 1.474943 3.053003 0.3654137 0.6833333 DDD
-6.496904 3307 1515 0.03400597 152471 -0.09454693 359.7105 10 10 -0.4075503 300 0.6340319 1097.904 2.37931 5 93 9 23 114 52 0.6421405 -1.157943 4.829974 9.288348 581 0.0000726241 20.88081 0.005697 9.719386 282 0.746491 155.4122 5.748459 16.72082 11.02333 0.5171055 0.4907138 16 17 10.04341 86 5.058824 6016 2709 192 0.6298285 119432 7.139922 192 18.44617 9.223085 4.717029 4.684259 0.06148723 270047511 2656500 109655 0.0001978631 0.0002124638 28 0.2218674 0.6843682 1.83596 2.664067 1.326394 2.342129 1.341439 3.470904 0.3600182 0.96 DDD
-4.76493 3018 1220 0.02738435 52584 0.2661572 346.0031 10 10 0.7233296 300 0.7080796 875.7613 2.5 4 103 12 16 94 53 0.5852843 -1.118731 4.941061 9.291783 583 0.0002890727 15.87433 0.001788298 7.4917 281 0.817974 163.7738 6.907845 17.01485 10.06 0.4534371 0.4357341 22 18 9.078464 86 4.777778 5438 2420 175 0.6691393 69633 7.381003 180 17.81148 8.905739 7.929113 3.42345 0.05937159 337982400 2675922 113909 0.0001935359 0.0002068772 31 0.231008 0.6476136 1.464484 1.591206 1.215583 1.711725 0.99331 2.067348 0.4136331 0.7266667 DDD
-4.989755 3412 1758 0.03946039 127044 -0.1754932 356.4613 10 10 0.6342617 300 0.6715597 985.321 2.478261 6 98 9 21 104 56 0.6086957 -1.093398 4.576962 9.292397 564 0.00007217 18.7015 0.0000829197 9.093494 279 0.7235186 160.2843 5.832922 17.9901 11.37333 0.498279 0.4737811 20 20 10.39399 80 4 6226 2814 182 0.6430014 106666 10.89695 184 18.03641 9.018203 6.380391 3.855811 0.06012136 269392383 2650539 114017 0.0001778094 0.0002114626 33 0.2311273 0.7061064 1.647694 2.200546 1.365602 1.927905 1.704237 2.542804 0.413012 0.79 DDD
-5.525434 3171 1441 0.03234495 103067 0.06299805 351.9347 10 10 0.5614878 300 0.6554744 1033.577 2.458333 4 102 8 19 96 46 0.6220736 -1.031263 3.550072 9.293356 533 0.000071111 21.70956 0.003161168 9.702055 281 0.778507 160.7111 6.187187 16.91266 10.57 0.5059014 0.4613209 22 18 9.589316 90 5 5744 2573 186 0.6421119 94798 7.423177 187 18.26909 9.134547 6.662781 4.16296 0.06089698 264458265 2663329 113669 0.0001967729 0.0002068702 30 0.233071 0.7069391 1.728389 2.426174 1.372928 2.08148 1.566977 3.036719 0.3958416 0.9 DDD
-5.684555 3140 1328 0.02980853 78020 -0.07317749 355.5633 10 10 0.4999584 300 0.7051972 884.4083 2.5 4 101 9 16 98 49 0.6120401 -0.9222821 4.37096 9.290723 1 0.0000160748 19.73791 0.0009320441 9.231957 282 0.7861929 160.8077 6.245193 17.26377 10.46667 0.4828637 0.454399 28 17 9.48581 78 4.588235 5682 2542 183 0.649948 82290 7.340022 186 17.37011 8.685055 8.789198 3.62104 0.05790037 293159922 2591553 118975 0.0001942502 0.0002134427 29 0.2365033 0.7068088 1.478944 1.805973 1.145142 1.81052 1.057876 2.333745 0.3858538 0.7766667 DDD
-4.857972 3175 1473 0.03306323 84073 0.01 354.9684 10 10 0.0809209 300 0.6955725 913.2825 2.64 6 97 10 21 106 49 0.6254181 -1.058456 4.59372 9.295871 585 0.0001834186 17.42557 0.000057642 7.752092 280 0.7775262 157.7138 6.671062 17.36292 10.58333 0.5264079 0.4824206 18 19 9.602671 66 3.473684 5752 2577 187 0.6318516 85299 9.059922 189 17.87466 8.937329 8.019529 3.606422 0.05958219 296667189 2664744 108911 0.0001864976 0.0002074722 33 0.221662 0.6887035 1.527228 1.724289 1.249393 1.803211 1.215048 2.082535 0.4076714 0.8033333 DDD
-4.941272 3101 1307 0.02933716 34247 -0.3245502 367.138 10 10 0.3575913 300 0.6664698 1000.59 2.535714 4 92 8 25 116 51 0.6354515 -1.299711 6.051005 9.297589 576 0.0001204115 20.1337 0.004179358 9.083813 281 0.7960805 153.6473 6.611511 17.97889 10.33667 0.5666457 0.5111838 18 18 9.355593 86 4.777778 5604 2503 190 0.6118992 60423 7.63544 192 18.7794 9.389702 6.942764 3.972884 0.06259802 409117938 2774671 116525 0.0001817851 0.0002004806 35 0.2186461 0.6623431 1.673228 2.388367 1.357912 1.986442 1.715565 2.867134 0.404419 0.5866667 DDD
-4.653867 3052 1220 0.02738435 80346 0.5473413 346.0735 10 10 -0.8869415 300 0.6926421 922.0738 2.44 5 98 13 19 104 51 0.6020067 -1.336888 5.597948 9.288508 571 0.0000070817 17.17839 0.0001224146 8.161175 280 0.8088616 161.1892 6.875725 16.62328 10.17333 0.4667379 0.4512601 20 19 9.191987 80 4.210526 5506 2454 180 0.6620394 83497 7.869521 183 18.34774 9.173868 6.541895 3.51507 0.06115912 322614636 2744339 116469 0.0001988467 0.0002039853 31 0.2455592 0.6334734 1.541929 1.853084 1.324877 1.757535 1.323481 2.291747 0.4281797 0.71 DDD
-6.649307 3150 1372 0.03079617 40690 -0.4404834 369.1204 10 10 -0.8576328 300 0.6641773 1007.468 2.535714 4 97 12 22 106 47 0.6287625 -1.170723 5.367268 9.279505 593 0.0003035455 19.32915 0.005537881 9.326591 281 0.783697 155.7535 6.349144 18.16299 10.5 0.5512149 0.4889083 24 18 9.519199 82 4.555556 5702 2552 188 0.6176438 63620 8.010033 188 18.47076 9.235378 7.145864 4.182207 0.06156919 370075170 2715173 117949 0.0001825151 0.0002021862 33 0.2304216 0.7070799 1.684729 2.16529 1.275628 2.091103 1.409665 2.590605 0.3773193 0.6866667 DDD
