gamma sackin colless colless_corr colless_quad beta blum crown_age tree_height pigot_rho number_of_lineages nltt_base phylogenetic_div avg_ladder max_ladder cherries double_cherries four_prong il_number pitchforks stairs laplace_spectrum_a laplace_spectrum_p laplace_spectrum_e laplace_spectrum_g min_laplace max_laplace min_adj max_adj imbalance_steps j_one b1 b2 area_per_pair average_leaf_depth i_stat ew_colless max_del_width max_depth avg_vert_depth max_width mw_over_md tot_path tot_internal_path rogers stairs2 tot_coph var_depth symmetry_nodes mpd psv vpd mntd j_stat rquartet wiener max_betweenness max_closeness max_closenessW diameter eigen_centrality eigen_centralityW mean_branch_length var_branch_length mean_branch_length_int mean_branch_length_ext var_branch_length_int var_branch_length_ext treeness root_imbalance model
-5.889975 3092 1336 0.0299881 86538 0.08140015 352.7559 10 10 -0.7286165 300 0.6906519 928.0442 2.45 4 100 11 17 100 52 0.6020067 -1.068496 4.670867 9.288062 43 0.0002124061 16.38236 0.004966096 7.389413 282 0.7983977 160.1748 6.408646 16.75278 10.30667 0.5024735 0.4650953 22 17 9.325543 88 5.176471 5586 2494 180 0.6433682 86573 6.594604 181 17.51326 8.756628 6.876787 3.667773 0.05837752 261332268 2591052 118295 0.0002024291 0.0002162295 30 0.2504213 0.6202996 1.551913 1.743532 1.268048 1.833887 1.170458 2.158519 0.407177 0.8566667 DDD
-3.350034 3191 1397 0.03135732 70133 0.03061035 350.3422 10 10 0.6342617 300 0.7162389 851.2833 2.36 4 100 11 22 100 53 0.6187291 -1.049073 3.629335 9.297483 589 0.000069246 17.83267 0.0000065811 7.734116 280 0.7736276 161.4999 6.4921 17.78076 10.63667 0.5085771 0.4691359 22 19 9.656093 76 4 5784 2593 185 0.646035 78321 9.717046 185 17.85785 8.928923 10.00389 3.043191 0.05952615 396324018 2698928 103691 0.000175162 0.0001976876 35 0.2484574 0.6757647 1.423551 1.600892 1.324848 1.521596 1.582116 1.605543 0.4637759 0.5633333 DDD
-4.056497 3520 1760 0.03950529 154188 -0.4780237 370.0893 10 10 -0.7286165 300 0.6731144 980.6568 2.384615 4 95 9 23 110 52 0.6354515 -1.298188 5.542691 9.30296 4 0.0000540668 19.25419 0.0007361931 8.970885 280 0.7013198 155.9585 4.885715 18.10729 11.73333 0.5452761 0.4962255 14 19 10.75459 76 4 6442 2922 190 0.6226577 120184 9.406912 191 18.43206 9.216032 6.836377 3.780073 0.06144021 298768944 2724318 112391 0.0001819505 0.0002059532 32 0.2627148 0.7064017 1.639894 2.405452 1.388073 1.890036 1.847958 2.84128 0.4218049 0.9866667 DDD
-4.226238 3104 1306 0.02931472 49456 -0.0769543 357.5466 10 10 0.6342617 300 0.7082357 875.2928 2.592593 5 95 7 24 110 54 0.6254181 -1.186594 4.975302 9.288274 591 0.0002045719 18.63835 0.0007009177 8.16893 283 0.7953111 156.6464 6.434235 17.65984 10.34667 0.5281976 0.4938547 16 16 9.365609 82 5.125 5610 2506 187 0.6302763 68026 6.320892 192 17.88105 8.940525 9.233321 3.310206 0.0596035 394255983 2688685 113569 0.0001823819 0.0001989394 30 0.2137199 0.7058887 1.4637 1.739294 1.271013 1.655103 1.22718 2.180037 0.4327259 0.6066667 DDD
-6.143713 3224 1508 0.03384885 86902 0.0423877 349.1721 10 10 0.6342617 300 0.6787112 963.8664 2.454545 6 101 9 21 98 56 0.6020067 -1.151039 4.258426 9.274488 1 0.0000527996 20.25138 0.001270787 9.472872 281 0.7657089 162.5194 6.439133 17.6276 10.74667 0.4976249 0.4648457 20 18 9.766277 76 4.222222 5850 2626 180 0.6495377 86689 9.326912 181 17.35002 8.675009 7.972015 3.800385 0.05783339 327998916 2540273 110177 0.0001790831 0.0002155857 32 0.2503457 0.7015487 1.611817 1.876605 1.321506 1.900192 1.369441 2.219216 0.4085718 0.7133333 DDD
-5.722712 2967 1161 0.02606002 38687 0.3750977 346.2762 10 10 -0.7732886 300 0.6505997 1048.201 2.3 4 99 11 27 102 52 0.5986622 -1.285069 5.766034 9.287721 588 0.0000026599 21.12182 0.001135234 9.598358 284 0.8320342 161.4076 6.541931 16.98357 9.89 0.4923762 0.4631366 22 15 8.90818 90 6 5336 2369 179 0.6527329 62710 4.512943 182 19.00802 9.504008 5.455768 3.962241 0.06336005 367368078 2787117 118227 0.000195733 0.0002025966 28 0.2302077 0.6826288 1.752845 2.09616 1.523037 1.98112 1.779806 2.312489 0.4329942 0.69 DDD
-5.732732 3010 1242 0.02787816 56536 0.3162821 345.3914 10 10 -0.0809209 300 0.6838874 948.3379 2.24 3 104 14 21 92 45 0.5986622 -1.116571 4.564109 9.28697 570 0.0000861703 21.45909 0.003779512 10.00543 283 0.820148 163.9064 6.609802 16.87322 10.03333 0.4927338 0.4471018 26 16 9.051753 92 5.75 5422 2412 179 0.6539608 71613 6.172798 179 17.87779 8.938897 7.470384 3.801523 0.05959265 308913270 2644273 115231 0.0001988862 0.0002085948 28 0.2292508 0.7071064 1.585849 1.910655 1.268824 1.900761 1.224975 2.398469 0.3987076 0.78 DDD
-5.359549 3010 1192 0.02675585 57154 0.1984375 350.6013 10 10 0.6342617 300 0.6925771 922.2686 2.259259 5 98 8 22 104 54 0.6354515 -1.179761 5.224254 9.297173 588 0.0001916402 22.41943 0.002557305 10.23501 283 0.820148 159.9743 6.477814 16.85944 10.03333 0.473702 0.4671577 24 16 9.051753 102 6.375 5422 2412 190 0.648242 71922 4.901895 193 18.10991 9.054954 8.340496 3.676155 0.06036636 309939312 2701556 113307 0.0001990446 0.0002021556 29 0.2563191 0.7030937 1.542255 1.89584 1.244447 1.838077 1.19933 2.417836 0.4021012 0.75 DDD
-5.424673 3376 1686 0.03784427 165788 0.001166992 349.9543 10 10 -0.8361574 300 0.6692669 992.1994 2.55 6 104 13 16 92 49 0.5953177 -1.07014 4.675805 9.303725 543 0.0002835108 19.21697 0.0005880133 9.116725 281 0.7312339 163.6058 5.673248 16.88544 11.25333 0.4840279 0.4457122 16 18 10.27379 64 3.555556 6154 2778 178 0.6553439 126056 9.868718 179 18.11905 9.059526 6.406555 3.774234 0.06039684 216888621 2661238 111805 0.0001982161 0.0002109933 29 0.2335787 0.6525905 1.659196 2.094492 1.429746 1.887117 1.676415 2.412184 0.429414 0.9566667 DDD
-5.161513 3335 1505 0.03378151 78717 -0.2741284 358.5489 10 10 -0.1066815 300 0.6757958 972.6126 2.75 7 105 9 14 90 47 0.5986622 -1.270668 5.685657 9.295516 28 0.0000531522 19.95108 0.004510794 8.969381 281 0.7402236 161.7258 5.638664 18.55258 11.11667 0.5079225 0.4514461 20 18 10.13689 78 4.333333 6072 2737 179 0.6472978 82541 8.484671 179 18.36863 9.184313 7.475233 3.806921 0.06122875 411517512 2717764 112085 0.0001659476 0.0001996777 35 0.2651202 0.7071029 1.626442 2.077548 1.347565 1.90346 1.633976 2.370594 0.4128823 0.5266667 DDD
-5.535463 3417 1687 0.03786671 97905 -0.1548828 351.7482 10 10 0.399646 300 0.667609 997.1729 2.470588 4 106 14 14 88 48 0.5752508 -1.27659 5.064889 9.287134 575 0.0000407155 17.79986 0.0001064932 7.969537 277 0.7224599 165.3769 6.419755 18.67324 11.39 0.4801705 0.4346087 22 22 10.41068 68 3.090909 6236 2819 172 0.6615038 92094 16.60659 173 18.57759 9.288797 6.615663 3.792423 0.06192532 384654114 2740517 103085 0.0001640958 0.0002013008 39 0.1909272 0.7071022 1.667513 1.932466 1.43728 1.896212 1.650819 2.113385 0.4295237 0.5866667 DDD
-4.438309 2972 1130 0.02536419 56334 0.4913989 343.5892 10 10 -0.3228606 300 0.6912025 926.3926 2.466667 4 106 10 15 88 47 0.5886288 -1.395347 6.340945 9.294532 592 0.0000578088 18.31038 0.0060129 8.261109 283 0.8306345 164.4445 6.718048 16.62355 9.906667 0.4720112 0.4326986 22 16 8.924875 102 6.375 5346 2374 176 0.6648701 71531 5.482899 179 18.88084 9.440418 7.357935 3.379581 0.06293612 336719505 2837387 107891 0.0001995211 0.0001976977 27 0.2581628 0.7066246 1.549152 1.7112 1.407569 1.68979 1.341228 2.044596 0.4527837 0.69 DDD
-5.548517 3081 1303 0.02924738 74777 0.3986523 345.5548 10 10 -0.4519461 300 0.6840305 947.9085 2.346154 4 100 13 22 100 49 0.6053512 -1.224761 5.09091 9.290524 571 0.0000810604 17.80612 0.0000082242 8.127247 283 0.8012482 162.0576 6.381989 16.94143 10.27 0.4697598 0.449277 18 16 9.288815 88 5.5 5564 2483 181 0.6602572 80698 6.06398 182 18.26559 9.132796 6.545753 3.654081 0.0608853 307009794 2714102 110871 0.000193461 0.0002049967 28 0.2109549 0.7070006 1.585131 1.793903 1.341598 1.82704 1.337998 2.134932 0.4217668 0.83 DDD
-6.455672 3035 1229 0.02758636 54639 0.01 353.4652 10 10 0.5614878 300 0.672069 983.7931 2.416667 5 105 16 20 90 39 0.5785953 -1.128188 5.098752 9.301403 587 0.0000768448 20.665 0.0002305647 9.35884 282 0.8133923 162.1304 6.695923 17.08274 10.11667 0.5118964 0.4392237 26 17 9.135225 96 5.647059 5472 2437 173 0.653746 70652 6.61845 176 18.51361 9.256805 7.763582 4.004184 0.06171203 350787375 2737066 116091 0.0001950839 0.000202304 28 0.242032 0.7062635 1.645139 2.08679 1.28579 2.002092 1.479845 2.440112 0.3894777 0.68 DDD
-4.240426 3209 1475 0.03310812 69227 -0.384541 368.06 10 10 0.3195481 300 0.6721154 983.6537 2.807692 6 94 9 24 112 49 0.6421405 -1.332625 5.698498 9.290993 588 0.0000130721 19.18379 0.000000402 9.31638 280 0.7692881 153.7086 6.214413 17.92136 10.69667 0.5704271 0.5109301 16 19 9.716194 78 4.105263 5820 2611 192 0.6070004 77859 7.69029 194 18.59811 9.299053 6.547934 3.922513 0.06199369 332257491 2752308 110895 0.0001842978 0.0002038037 35 0.2612947 0.7068541 1.644906 2.289308 1.326432 1.961257 1.552724 2.827123 0.4018454 0.7 DDD
-6.953755 3470 1764 0.03959507 144476 -0.3035718 359.2163 10 10 -0.7338342 300 0.6332355 1100.293 2.5 4 105 13 18 90 44 0.5819398 -1.075836 4.196957 9.289021 565 0.0000784918 20.82792 0.0016048 9.198133 279 0.7114252 162.5338 5.937216 17.98939 11.56667 0.4952449 0.4423154 22 20 10.58765 86 4.3 6342 2872 174 0.6536515 115353 10.68116 177 18.604 9.302001 5.970168 4.612482 0.06201334 277097244 2683382 107845 0.0001803101 0.0002088123 34 0.2588714 0.6942281 1.839955 2.593082 1.370541 2.306241 1.762805 2.988716 0.3711929 0.7833333 DDD
-5.730815 2986 1136 0.02549887 68812 0.3982843 348.1613 10 10 0.5614878 300 0.6720942 983.7174 2.47619 4 98 7 19 104 57 0.6153846 -1.334916 6.068871 9.287662 1 0.0001944526 21.89268 0.005126331 10.29394 284 0.82674 160.523 6.688354 16.43897 9.953333 0.4594144 0.4596153 24 15 8.971619 100 6.666667 5374 2388 184 0.6581073 77763 4.86738 187 18.55564 9.27782 5.851878 4.01073 0.06185213 287375730 2744651 116343 0.0002066116 0.0002049849 28 0.2366878 0.7071061 1.645012 2.047806 1.282241 2.005365 1.262759 2.572999 0.3884326 0.8566667 DDD
-4.032918 3318 1630 0.03658728 111234 -0.03862755 355.0697 10 10 0.399646 300 0.7069766 879.0702 2.68 5 96 10 21 108 51 0.6287625 -0.8773597 3.4817 9.292915 3 0.0001795977 22.329 0.000150828 9.826004 282 0.7440162 157.836 5.910797 17.71385 11.06 0.525982 0.4895453 12 17 10.08013 70 4.117647 6038 2720 188 0.6277028 98808 9.267291 192 17.45448 8.72724 9.966907 3.409848 0.0581816 354982842 2609892 108101 0.000179051 0.0002062026 30 0.2430582 0.7065755 1.470017 1.890465 1.233533 1.704924 1.277739 2.394312 0.4181611 0.6466667 DDD
-4.676588 3061 1313 0.02947184 61995 0.185188 349.2537 10 10 -0.2056056 300 0.6805977 958.207 2.619048 4 99 8 18 102 55 0.6220736 -1.292879 5.279643 9.285843 593 0.0001368399 19.18562 0.00635225 8.896277 282 0.8064834 160.451 6.657028 17.09264 10.20333 0.5030343 0.4757285 20 17 9.222037 80 4.705882 5524 2463 186 0.638812 74317 6.550491 188 18.48484 9.242418 7.355912 3.838593 0.06161612 322476447 2747255 116025 0.0001946283 0.0002014949 32 0.2429658 0.7040431 1.602353 2.136717 1.283282 1.919296 1.606508 2.468272 0.3990976 0.7233333 DDD
-6.780811 2973 1107 0.02484793 29857 0.1042187 352.9769 10 10 0.2848174 300 0.6524931 1042.521 2.478261 4 97 7 21 106 56 0.6220736 -1.141124 5.42491 9.277256 587 0.0003388827 18.27369 0.01348797 8.592794 283 0.8303551 158.5266 6.72879 17.22058 9.91 0.5111467 0.4803447 26 16 8.928214 92 5.75 5348 2375 186 0.638994 58292 5.339699 190 18.49554 9.24777 6.536759 4.227852 0.0616518 405191880 2698588 116611 0.000191095 0.0002037317 31 0.2453597 0.6363417 1.743345 2.318456 1.370278 2.113926 1.544747 2.81824 0.391688 0.5966667 DDD
-5.806348 3071 1277 0.02866378 63461 0.4590112 339.6601 10 10 0.6342617 300 0.7000803 899.7592 2.45 4 104 10 17 92 52 0.5886288 -1.183946 4.8986 9.292018 589 0.0000460267 16.35057 0.0000042311 7.437234 283 0.8038572 165.646 6.727783 17.12685 10.23667 0.4481219 0.4364092 24 16 9.255426 84 5.25 5544 2473 176 0.6714567 75045 7.646143 177 18.19423 9.097114 8.44481 3.514179 0.06064743 358908294 2730189 117707 0.0001926782 0.0002013724 30 0.2405305 0.6999804 1.504614 1.574955 1.250444 1.75709 1.312825 1.712255 0.4141467 0.6733333 DDD
-6.964282 2948 1104 0.02478059 28266 0.1518972 350.2937 10 10 0.04287775 300 0.6722186 983.3441 2.526316 5 103 11 16 94 47 0.6086957 -1.160799 5.259688 9.282158 593 0.0000831677 19.43284 0.0000334168 9.023215 281 0.8373967 161.7825 6.992363 17.08883 9.826667 0.4894323 0.4476477 22 18 8.844741 100 5.555556 5298 2350 182 0.6529894 57509 6.090256 183 18.53568 9.267842 7.580264 4.076181 0.06178561 396713496 2741295 112151 0.0001932367 0.0001999738 33 0.2579722 0.7071062 1.644388 2.001877 1.248043 2.038091 1.302693 2.390995 0.3782164 0.6033333 DDD
-5.174115 3127 1285 0.02884335 33677 -0.32271 361.608 10 10 0.1457905 300 0.6470753 1058.774 2.368421 4 105 12 15 90 45 0.5953177 -1.21022 5.549751 9.277735 593 0.0000621935 24.72402 0.0000082749 11.6439 281 0.7894613 162.0463 6.655037 18.16551 10.42333 0.5132933 0.4496443 18 18 9.442404 76 4.222222 5656 2529 178 0.6438551 60125 8.305139 179 18.7408 9.370402 6.769348 4.297681 0.06246934 414874779 2732836 116091 0.0001794366 0.0002026567 32 0.2178423 0.7071068 1.770525 2.936997 1.389671 2.148841 1.896438 3.692251 0.3911334 0.57 DDD
-4.996263 3057 1221 0.02740679 58107 0.4810937 338.8298 10 10 0.399646 300 0.6717134 984.8599 2 2 111 17 12 78 42 0.5451505 -1.279515 5.243783 9.293508 587 0.0000703665 19.65161 0.0001928238 9.124504 284 0.8075386 169.7698 6.327698 17.15258 10.19 0.4299186 0.3905196 20 15 9.208681 90 6 5516 2459 163 0.6939824 72375 5.177826 166 18.69982 9.349911 6.479461 3.617694 0.06233274 401692662 2769832 99109 0.0001824485 0.0001995299 29 0.2464434 0.6997384 1.646923 1.898049 1.483912 1.808847 1.590445 2.157152 0.4490038 0.53 DDD
-3.499871 3071 1337 0.03001055 56743 -0.1283838 360.2591 10 10 -0.1856439 300 0.6860268 941.9195 2.703704 5 97 14 22 106 44 0.6020067 -1.369971 6.411306 9.304705 591 0.0001597065 20.58741 0.000595759 9.865409 282 0.8038572 156.3887 6.046371 17.27663 10.23667 0.5590392 0.4813274 26 17 9.255426 86 5.058824 5544 2473 180 0.6271326 71686 6.034103 183 18.53566 9.267828 6.75784 3.491348 0.06178552 316736703 2766145 110451 0.0001920861 0.0002009735 32 0.2463592 0.7068733 1.575116 2.212958 1.403414 1.745674 1.686633 2.684594 0.4440053 0.77 DDD
-4.418818 3034 1162 0.02608247 55134 0.1277734 349.7453 10 10 0.4466592 300 0.6555306 1033.408 2.153846 3 103 14 20 94 44 0.5886288 -1.319877 5.971684 9.286856 587 0.0001332139 21.79569 0.003826536 9.752271 284 0.8136604 162.881 6.239746 17.06502 10.11333 0.4772009 0.4351852 24 15 9.131886 94 6.266667 5470 2436 176 0.6655214 70900 5.050658 179 18.92109 9.460545 6.017579 3.82514 0.0630703 320784522 2780399 113299 0.0001961169 0.0002025549 28 0.2311049 0.6736101 1.728108 2.609661 1.542407 1.91257 2.334697 2.823005 0.4447781 0.81 DDD
-6.354641 2888 1040 0.02334403 27180 0.8491357 341.9483 10 10 -0.8904583 300 0.6634431 1009.671 2.481481 4 98 10 25 104 52 0.6254181 -1.307826 5.761669 9.278607 1 0.0000810877 18.46459 0.001050413 8.540835 282 0.8547942 160.7312 7.057541 16.71171 9.626667 0.4865325 0.4660288 26 17 8.644407 108 6.352941 5178 2290 187 0.6514246 56996 4.990591 189 18.6094 9.304699 5.867106 3.970862 0.06203132 413545536 2738723 112741 0.0001951981 0.0002019007 30 0.1964385 0.702623 1.688413 1.77031 1.389401 1.985431 1.21667 2.148545 0.4100757 0.5466667 DDD
-6.32213 3106 1348 0.03025746 98668 0.4338967 346.2412 10 10 -0.4724199 300 0.6877019 936.8944 2.478261 4 97 8 21 106 56 0.632107 -0.9557852 3.450971 9.29458 586 0.0002121765 19.12716 0.0002066433 8.572924 283 0.794799 160.01 6.46814 16.57596 10.35333 0.4848494 0.4708053 20 16 9.372287 78 4.875 5614 2508 189 0.6498288 92631 6.817882 190 18.04537 9.022684 8.705989 3.771647 0.06015123 270194928 2681202 109421 0.0001994813 0.0002034184 28 0.2364074 0.6858157 1.566713 1.73238 1.245461 1.885823 1.327935 1.934884 0.3961464 0.8733333 DDD
-4.635042 3541 1757 0.03943795 211843 -0.2137695 357.4601 10 10 0.0809209 300 0.6746276 976.1173 2.529412 5 104 15 14 92 45 0.5886288 -0.8531212 4.667789 9.300671 94 0.0001253134 22.0455 0.001210325 10.05822 279 0.6971606 162.4747 5.910294 16.96225 11.80333 0.4925137 0.4404341 20 20 10.82471 78 3.9 6484 2943 176 0.6551889 149001 12.42608 178 17.64554 8.822772 6.709749 3.777845 0.05881848 229987200 2585940 116649 0.0001985703 0.0002172047 30 0.2483304 0.6435134 1.632303 2.426346 1.373962 1.888923 1.866622 2.85785 0.4194583 0.89 DDD
-3.460627 3224 1464 0.03286122 98844 0.02766602 349.827 10 10 0.6342617 300 0.708328 875.0159 2.352941 4 102 6 15 96 57 0.6254181 -1.000858 4.962316 9.296286 116 0.0001773313 19.03158 0.0001378656 8.926702 281 0.7657089 162.2408 6.447838 17.36134 10.74667 0.4732912 0.4608031 22 18 9.766277 82 4.555556 5850 2626 187 0.6507406 92660 8.223233 188 17.55177 8.775885 7.917714 3.320278 0.0585059 287123484 2629778 117729 0.0001892506 0.0002119596 30 0.2301243 0.7071041 1.463237 1.763921 1.265014 1.660139 1.277128 2.175296 0.4308199 0.78 DDD
-5.30491 3032 1254 0.02814752 33294 -0.1696045 361.187 10 10 0.399646 300 0.6653179 1004.046 2.434783 4 94 8 20 112 56 0.638796 -1.291945 5.66553 9.28636 579 0.0002432213 23.75581 0.001505114 10.97207 282 0.8141971 155.9787 6.77211 17.5386 10.10667 0.5347923 0.5015535 22 17 9.125209 84 4.941176 5466 2434 191 0.6185641 59981 6.945106 193 18.82264 9.41132 6.421135 4.075765 0.06274213 397102254 2780354 118101 0.000187864 0.0002007955 31 0.2098323 0.7067431 1.679007 2.2236 1.317723 2.037883 1.350846 2.838641 0.391099 0.62 DDD
-7.136934 3257 1523 0.03418554 138825 -0.07464966 356.1325 10 10 0.0809209 300 0.6587881 1023.636 2.291667 4 100 10 21 100 49 0.6086957 -0.858879 3.838959 9.290223 25 0.0001720865 17.79994 0.0000521171 8.350291 281 0.7579508 159.7726 5.998703 16.69064 10.85667 0.5046092 0.4637367 22 18 9.876461 74 4.111111 5916 2659 182 0.6442277 112634 8.665006 184 17.38195 8.690975 6.962882 4.368075 0.05793983 226292484 2510140 116515 0.0002031282 0.0002212798 29 0.253923 0.7008175 1.711765 2.256394 1.236324 2.184038 1.239905 2.824555 0.3599176 0.93 DDD
-7.028642 3068 1234 0.02769859 58958 -0.02830538 352.028 10 10 -0.6207298 300 0.6681162 995.6513 2.352941 4 106 13 14 88 46 0.5785953 -1.172612 5.366069 9.28253 1 0.0001181704 18.85342 0.00312117 8.642395 281 0.8046433 163.9741 6.555382 17.20718 10.22667 0.4777045 0.4307503 22 18 9.245409 86 4.777778 5538 2470 173 0.6626912 72795 7.513668 176 18.21189 9.105945 7.211332 4.115966 0.0607063 317907885 2675822 111927 0.000194439 0.0002040369 33 0.2338035 0.7070583 1.664969 1.976741 1.269317 2.057983 1.291333 2.353182 0.3799086 0.83 DDD
-6.020508 3155 1333 0.02992076 52611 -0.2800171 362.4767 10 10 -0.7312339 300 0.668727 993.8191 2.238095 4 99 9 17 102 50 0.6153846 -1.273513 5.283414 9.282133 583 0.0001122274 22.4704 0.0008873807 10.2939 279 0.782455 158.7537 6.620562 17.93064 10.51667 0.4963647 0.4670387 20 20 9.535893 82 4.1 5712 2557 184 0.6398732 69578 9.160256 186 18.6174 9.308701 6.670867 4.104809 0.062058 401483046 2749670 104051 0.0001773993 0.000200511 34 0.2037938 0.7010432 1.661905 2.23565 1.268784 2.052404 1.400745 2.765421 0.3804493 0.5633333 DDD
-5.942654 3144 1376 0.03088595 57354 -0.231171 360.6115 10 10 0.00814707 300 0.6674544 997.6369 2.461538 4 99 5 21 102 51 0.632107 -1.227284 5.360973 9.291847 580 0.0000229848 20.46908 0.001168465 9.242372 282 0.7851926 157.5637 6.368576 17.7513 10.48 0.5514024 0.4900596 20 17 9.499165 72 4.235294 5690 2546 189 0.6237083 71955 7.073177 189 18.78452 9.392262 7.318142 3.941108 0.06261508 370233555 2777362 106543 0.000181686 0.0002002416 32 0.2479736 0.6818637 1.668289 2.192287 1.363996 1.970554 1.662226 2.542179 0.4074335 0.6333333 DDD
-4.701128 3235 1417 0.03180624 50907 -0.419873 367.6933 10 10 0.2848174 300 0.6967251 909.8248 2.653846 5 99 13 19 102 44 0.6120401 -1.189351 5.839123 9.28573 9 0.0000043519 18.47355 0.005052714 8.60101 282 0.7631053 158.0945 6.284958 18.50375 10.78333 0.5356661 0.470366 20 17 9.803005 82 4.823529 5872 2637 183 0.6325634 68686 8.457915 184 17.83564 8.917821 9.200915 3.6276 0.05945214 413963022 2659819 113769 0.0001716738 0.00019827 34 0.2018524 0.7070907 1.521446 1.937295 1.22713 1.8138 1.284819 2.419798 0.4019288 0.54 DDD
-6.608336 3383 1619 0.03634037 123807 -0.2962109 362.6519 10 10 0.3195481 300 0.6705487 988.3538 2.344828 4 94 9 26 112 56 0.638796 -1.139028 5.12699 9.296623 37 0.0000105227 17.83496 0.002249977 8.255163 280 0.7297208 156.6237 5.639698 17.86829 11.27667 0.5414247 0.5039579 14 19 10.29716 82 4.315789 6168 2785 191 0.6211895 105062 8.66233 194 17.93126 8.96563 7.616379 4.046113 0.05977086 341052060 2629856 116681 0.0001814882 0.0002082079 33 0.228682 0.6438185 1.652766 1.942357 1.279989 2.023056 1.514043 2.09823 0.3859315 0.9566667 DDD
-5.361107 3203 1397 0.03135732 131391 0.07050265 353.7453 10 10 0.0809209 300 0.6510704 1046.789 2.62963 5 99 9 24 102 46 0.6287625 -1.201956 5.029845 9.292327 571 0.0002641574 19.7861 0.002529409 9.363956 283 0.7707292 158.3524 5.841492 16.49518 10.67667 0.5238469 0.4756599 22 16 9.69616 88 5.5 5808 2605 188 0.6348591 108944 6.145942 189 18.37976 9.189882 4.975534 4.223851 0.06126588 270754251 2675256 113879 0.000204165 0.0002107074 28 0.2475954 0.7070883 1.750483 2.473531 1.386615 2.111925 1.601279 3.085185 0.3947417 0.9566667 DDD
-4.217154 3215 1421 0.03189603 55953 -0.3079883 363.1552 10 10 -0.6172739 300 0.6807756 957.6731 2.48 4 96 6 21 108 56 0.6354515 -1.34793 6.116876 9.297381 591 0.0000961267 20.39269 0.0001731564 9.486906 281 0.7678524 156.99 6.213264 18.25746 10.71667 0.543776 0.4968471 20 18 9.736227 78 4.333333 5832 2617 190 0.6247795 71219 8.237179 190 18.67256 9.336279 7.093629 3.765166 0.06224186 397931571 2781253 108251 0.0001744287 0.0001997229 34 0.23453 0.6838337 1.60146 2.333634 1.318451 1.882583 1.737834 2.774133 0.4102634 0.5833333 DDD
-5.551786 2955 1155 0.02592534 56047 0.4280957 347.8898 10 10 -0.00814707 300 0.6500691 1049.793 2.423077 4 98 10 25 104 51 0.6220736 -1.160084 5.157947 9.281531 592 0.0001601209 20.46249 0.0001692302 9.215135 284 0.8354131 159.5735 6.703369 16.51623 9.85 0.502874 0.4717482 24 15 8.868114 90 6 5312 2357 186 0.6443502 71396 4.549331 188 18.47798 9.238988 5.502249 4.16685 0.06159326 299197011 2691073 112221 0.000204499 0.0002090939 28 0.2525407 0.7069835 1.755506 2.506237 1.425386 2.083425 1.646579 3.152022 0.4046181 0.7933333 DDD
-6.921921 3055 1287 0.02888824 62573 0.1807715 352.1462 10 10 -0.5654595 300 0.6567648 1029.706 2.444444 5 97 8 22 106 53 0.6153846 -1.144283 4.877118 9.271524 1 0.0001438983 18.89351 0.0009243909 8.759872 283 0.8080673 158.9144 6.755981 17.03962 10.18333 0.5059705 0.4750696 20 16 9.202003 94 5.875 5512 2457 184 0.6440827 74609 7.033166 185 18.0082 9.004101 6.662423 4.28083 0.06002734 331827804 2618848 107977 0.0001910585 0.0002087516 29 0.245077 0.7067053 1.721916 2.188877 1.300608 2.140415 1.38003 2.647001 0.3764 0.7066667 DDD
-6.469813 2942 1100 0.0246908 49918 0.4280957 346.0852 10 10 0.2232881 300 0.6568491 1029.453 2.65 5 102 12 18 96 48 0.6086957 -1.142156 5.205019 9.292105 583 0.0000735862 19.41938 0.001414333 8.946946 283 0.8391046 161.8989 6.618256 16.56593 9.806667 0.4722751 0.4453747 36 16 8.824708 104 6.5 5286 2344 182 0.6585447 68338 4.838751 184 18.41122 9.205609 5.676987 4.132735 0.06137072 316136052 2691301 111689 0.0002032934 0.0002105157 28 0.2243193 0.7054146 1.721493 2.214757 1.374304 2.066367 1.459587 2.732811 0.3978255 0.8066667 DDD
-4.709568 2995 1093 0.02453368 27403 0.06851868 351.1178 10 10 -0.2427627 300 0.6762464 971.2608 2.444444 4 102 11 15 96 50 0.5886288 -1.390652 6.121455 9.287443 584 0.00001843 21.03649 0.0000041332 9.739843 282 0.8242556 162.5113 6.849777 17.42245 9.983333 0.463227 0.4368975 26 17 9.001669 84 4.941176 5392 2397 176 0.6670425 57054 6.397715 179 18.87709 9.438546 6.402476 3.749947 0.06292364 416944911 2809794 112855 0.0001875117 0.0001991998 31 0.2472328 0.707073 1.624182 2.074928 1.371707 1.874973 1.385223 2.640322 0.420864 0.55 DDD
-5.139198 3515 1885 0.04231106 188347 -0.06066406 351.6088 10 10 -0.1856439 300 0.6875804 937.2589 2.571429 6 103 14 20 94 47 0.5852843 -0.9749632 3.79286 9.289433 1 0.0000722477 17.40713 0.002255735 7.912437 277 0.7023174 163.0323 6.220292 17.31222 11.71667 0.4907784 0.4462968 22 22 10.7379 60 2.727273 6432 2917 175 0.6563895 137266 17.4345 178 17.25602 8.62801 7.167968 3.757518 0.05752007 190221975 2539375 106991 0.0001858391 0.0002192687 31 0.2440404 0.6655177 1.567323 2.039711 1.253796 1.878759 1.492602 2.394695 0.3986424 0.8866667 DDD
