Family area_per_pair average_leaf_depth avg_ladder avg_vert_depth b1 b2 beta blum cherries colless colless_corr colless_quad crown_age diameter double_cherries eigen_centrality eigen_centralityW ew_colless four_prong gamma i_stat il_number imbalance_steps j_one j_stat laplace_spectrum_a laplace_spectrum_e laplace_spectrum_g laplace_spectrum_p max_adj max_betweenness max_closeness max_closenessW max_del_width max_depth max_ladder max_laplace max_width mean_branch_length mean_branch_length_ext mean_branch_length_int min_adj min_laplace mntd mpd mw_over_md nltt_base number_of_lineages phylogenetic_div pigot_rho pitchforks psv rogers root_imbalance rquartet sackin stairs stairs2 symmetry_nodes tot_coph tot_internal_path tot_path tree_height treeness var_branch_length var_branch_length_ext var_branch_length_int var_depth vpd wiener Taxa
Rallidae 17.1667246780369 16.0117647058824 3.53846153846154 15.0619469026549 79.5147482765436 3.68289183080196 -1.19202514648437 245.92545140103 49 1876 0.132149901380671 187410 42.48960627 35 4 0.266985311834102 0.648133675334504 0.559526003965652 11 -1.47445344411003 0.646791228692285 72 142 0.462746678597873 0.418580301742782 -0.950237845154808 10.1694114524977 18 3.49325315881915 41.5541280001 35301 0.000334336342360415 0.000092891373236165 10 27 6 86.9178141753 36 6.68710770831361 9.35834442494118 3.98407055458333 0.0129824578 0.0000712246 18.7166924741176 71.1586512962729 1.33333333333333 0.68708715761707 170 2260.24240541 -0.275460611461295 25 35.5793256481365 115 0.911764705882353 26223624 2722 0.680473372781065 0.553236238332588 116 106709 2384 5106 42.48960627 0.296129234443147 63.0289493865509 85.992180834272 25.5542788943991 26.1300382875044 226.137947994083 3334740.15176532 Birds
Cardinalidae 10.3529411764706 6.88235294117647 2.33333333333333 5.96039603960396 28.5940476190476 4.375 0.4575390625 53.6952234786802 18 123 0.100408163265306 2151 11.21401836 16 5 0.327762128636308 0.655888798244081 0.379281616968476 2 -4.57887385794377 0.386655122655123 15 41 0.82419855396167 0.372557672680969 -0.435242079315628 7.58343401988289 2 2.09341741916822 9.6140944652 3023 0.0019047619047619 0.00124407053521224 6 9 3 21.4114384256 18 2.6467267404 3.69472855039216 1.55594934632653 0.400077734 0.0070117915 7.38945836784313 19.0004413067294 2 0.537216714850831 51 264.67267404 -0.480786257861368 7 9.5002206533647 26 0.88235294117647 234825 351 0.52 0.71897385620915 26 2175 251 602 11.21401836 0.288059650458958 3.48983787699599 3.98537069906799 0.664828052926065 3.02588235294118 14.5215151156262 71049.46782744 Birds
Ploceidae 14.1915708812261 12.3333333333333 2.1875 11.3905579399142 57.5970922051805 2.46964263916016 -0.98371337890625 154.612353866912 34 887 0.132983508245877 58955 15.26728819 25 2 0.268833796862501 0.649226036984758 0.555966957178886 12 -2.53240782194129 0.620540656958102 49 97 0.557056598885141 0.159112617523735 0.599115644640452 8.80225827729818 2 2.92027751936154 15.4415290515 17249 0.000593824228028504 0.000513611266920205 10 19 3 31.1036448888 32 2.06528278857759 2.9693814957265 1.14546062565217 0.0041384442 0.0002698248 5.93876522888888 18.616176250277 1.68421052631579 0.731762334451795 117 479.14560695 0.659305665740317 22 9.30808812513852 77 0.991452991452991 6231783 1443 0.663793103448276 0.57968930819112 77 35542 1211 2654 15.26728819 0.274922633202283 5.24839707762112 7.74137803554701 1.06531882666335 11.8965517241379 24.8924080249098 396769.9612859 Birds
Cotingidae 11.8985915492958 8.53521126760563 4 7.60283687943262 35.1277528027528 4.33297729492188 -0.7201953125 86.3009877937028 21 322 0.133333333333333 8488 25.79300349 23 5 0.292888611135681 0.684256497035406 0.518702857899839 3 -1.96228526042277 0.604812927611078 29 54 0.720514926542628 0.52023483730711 0.452659632879765 8.80963644888066 6 2.09294199355879 24.7468449845 5783 0.00117924528301887 0.000414323662258245 6 16 7 51.8819338508 20 4.01044302507143 4.99210726901408 3.00032474507246 0.8361635485 0.0088952453 9.98421578253521 36.9366734488048 1.25 0.693408478275934 71 561.46202351 -0.0487659512107571 9 18.4683367244024 42 0.915492957746479 569904 606 0.6 0.595677274775704 42 6426 466 1072 25.79300349 0.368720231718954 12.2177709249126 17.4090476991234 5.01195941112227 8.79517102615694 122.411334239225 291085.53322376 Birds
Maluridae 9.62903225806452 6.1875 3 5.3015873015873 14.6718253968254 3.951171875 -0.761416015625 36.1562205105564 8 80 0.172043010752688 568 24.59285839 18 0 0.32353272548903 0.693820175240382 0.616019296607532 4 -1.10305358554295 0.616439075630252 16 21 0.808080808080808 1.15494737403415 0.281144121283322 7.91737097525867 1 2.09689610342129 20.4844852154 1121 0.00309597523219814 0.000782207239749382 4 10 4 45.5406241951 10 4.11148731951613 4.830361349375 3.34468835433333 0.8446569434 0.0185914742 9.660723091875 36.9583159690927 1 0.676084571201443 32 254.91221381 0.339035952556319 6 18.4791579845464 22 0.59375 43434 198 0.709677419354839 0.56814901991048 23 681 136 334 24.59285839 0.393628257862879 10.7242619737728 14.3776413127172 6.01023187068863 3.77016129032258 209.51168949713 58584.86012834 Birds
Campephagidae 14.7179487179487 10.3956043956044 2.4 9.4585635359116 42.9879402460285 3.85828399658203 -1.138291015625 123.502421831892 28 558 0.139325842696629 17626 22.25705124 31 1 0.29956224912446 0.694419719026313 0.561982059148986 8 -0.976779208123996 0.685305766002994 35 72 0.62601407215442 0.321889946013766 0.810245036453289 8.93387930451048 2 3.05394752080656 19.0617984125 9969 0.000701754385964912 0.000363805107477105 4 18 3 42.506325628 18 2.54975629016667 3.04046192087912 2.04802356662921 0.0060535401 0.0012261025 6.0809246887912 29.2919850872528 1 0.773398819158609 91 458.95613223 0.212053047292253 11 14.6459925436264 61 0.978021978021978 2185293 946 0.677777777777778 0.544397496827005 61 12435 766 1712 22.25705124 0.397149279919972 6.29684302068407 5.43038996836105 6.75094602830114 14.5528693528694 105.184795599657 400323.48303752 Birds
Charadriidae 12.9110663983903 11.5633802816901 2.71428571428571 10.6524822695035 33.1836001416884 2.36971664428711 -1.24943969726562 99.4341789507953 20 533 0.220703933747412 21237 46.45469683 25 2 0.302134780849851 0.668385654966211 0.578898643121268 5 -2.77986868336204 0.675302321480779 31 51 0.531829531650222 0.784578538110579 0.645324660356394 9.39894066443991 1 1.66127279921347 48.9042071959 6519 0.00105374077976818 0.000292692286959558 6 19 6 100.2131774302 18 7.61366740621428 11.4219714873239 3.69497769956522 0.0925501234 0.002147862 22.8439459095775 55.7050762058511 0.947368421052632 0.676827825940576 71 1065.91343687 -0.165105753887406 11 27.8525381029256 47 0.985915492957746 667887 821 0.671428571428571 0.545451544188944 48 12693 681 1502 46.45469683 0.239187773088458 65.8472532712188 84.3056741564335 17.0892990207103 14.8209255533199 273.332387290007 408945.3163696 Birds
Ciconiidae 7.48421052631579 4.7 2 3.84615384615385 10.5333333333333 3.96875 9.99967852144474 17.9210181807321 6 24 0.140350877192982 78 33.77918466 11 1 0.382143584493804 0.611958038032135 0.498059964726631 3 -1.24450855062544 0.445679012345679 8 13 0.919559169124971 2.85692583062105 -0.684926596610343 7.71947208846498 1 2.28206192425593 27.0083896521 437 0.00699300699300699 0.0010055679382149 4 6 2 58.6163022374 10 8.43875889394737 9.0774910575 7.72905649 0.6132095404 0.0261975005 18.154982757 57.1385166124211 1.66666666666667 0.525339584213897 20 320.67283797 -0.204119982655925 4 28.5692583062105 11 0.6 6159 94 0.578947368421053 0.686842105263158 11 182 56 150 33.77918466 0.433847212319914 35.3831988035318 44.5945657382762 26.1562256546624 1.16842105263158 229.406002408989 31949.5264882 Birds
Ramphastidae 10.799709724238 7.18867924528302 2.4 6.26666666666667 27.8718253968254 4.4365234375 -0.0812744140625 58.1214292333949 18 165 0.124434389140271 2555 19.47617316 19 1 0.341528083407766 0.694854539014956 0.490603137517786 5 -1.31263097095248 0.570032066548201 17 41 0.796797333574408 0.569271736160693 -0.0487854345342686 8.20890700423302 1 2.84299351451815 15.0540347755 3423 0.0017636684303351 0.000644464573488671 6 11 4 34.9065174065 20 2.94714796096154 3.36206411528302 2.51596058490196 0.3136325582 0.0166579148 6.7241289845283 30.1714020165167 1.81818181818182 0.703068843980474 53 306.50338794 0.082080579698422 8 15.0857010082584 32 0.716981132075472 279753 381 0.615384615384615 0.627719599668329 32 2465 277 658 19.47617316 0.418638079965101 4.8286287701997 6.1779991285368 3.14973042857055 4.15602322206096 93.5965764613754 135879.8832144 Birds
Cinclosomatidae 7.53216374269006 5.73684210526316 2.66666666666667 4.91891891891892 8.70952380952381 2.71875 -1.291396484375 21.1464514061464 5 53 0.34640522875817 441 27.70484764 13 1 0.368866113302774 0.706140614449278 0.604411764705882 2 -1.2998747730923 0.66780303030303 9 10 0.740464428948882 2.0579211010157 0.811964567149313 7.51849419660348 1 1.41562663582433 27.9291565198 413 0.00714285714285714 0.00154349756128853 2 8 4 57.2847627289 6 6.46693354055556 9.14479629736842 3.47402810647059 1.4366402977 0.0702978897 18.2895930031579 39.1005009192983 0.75 0.557725871406639 19 232.80960746 0.0240160876985125 2 19.5502504596491 12 0.947368421052632 3495 109 0.666666666666667 0.554541446208113 12 337 73 182 27.70484764 0.253677150416342 34.2348184565872 48.5064419492718 2.28609068850596 3.76023391812865 187.805443913909 18950.76175092 Birds
Passeridae 11.1952941176471 8.19607843137255 2.33333333333333 7.28712871287129 23.3634670884671 3.9490966796875 -1.03376708984375 63.7097569095518 13 224 0.182857142857143 4494 16.75241257 20 0 0.3299858949972 0.624982226204085 0.613141248126671 6 -2.84442528829069 0.639529713707345 25 36 0.692090173302742 0.489760685917724 0.603480756732088 8.01824176922472 10 1.59865618953806 17.0941329109 3177 0.00173611111111111 0.000889509824687214 4 14 4 37.0020884616 12 3.300915068 4.92108969078431 1.61461086877551 0.488141407 0.0055865357 9.84218089098039 24.9777949818039 0.857142857142857 0.613644754771378 51 330.0915068 -0.201669247377663 9 12.488897490902 37 0.823529411764706 178278 418 0.74 0.544827790872446 37 3313 318 736 16.75241257 0.239678788881823 9.86848087947788 12.0815039090776 2.0769517630545 9.12078431372549 62.9683136964096 95426.16673202 Birds
Laridae 16.1081188118812 11.3861386138614 2.58333333333333 10.4477611940299 48.5469210313251 3.29376173019409 -1.13387451171875 138.595791091768 29 702 0.141818181818182 24704 24.62331322 36 5 0.225060504839275 0.704709290462886 0.56279906794676 9 1.70796402615201 0.64560070179975 43 78 0.584764660659071 0.26266112484729 2.03109598067044 9.16264386712276 1 3.55498565965724 25.3063840137 10979 0.000525762355415352 0.000286512775058957 6 22 5 52.655879409 18 1.9380420785 2.59418177762376 1.26864703191919 0.0693632553 0.0001002437 5.18836447326733 26.5287736095763 0.818181818181818 0.844143345454599 101 387.6084157 0.439765549395714 15 13.2643868047881 65 0.99009900990099 4714128 1150 0.65 0.559754310547106 65 16827 950 2100 24.62331322 0.324028197203047 7.05530869046611 10.8966629583543 2.31119184362888 18.9794059405941 195.67028644256 462558.23616622 Birds
Paridae 11.6557120500782 9.69444444444444 2.83333333333333 8.76923076923077 36.6610861360861 2.98455810546875 -0.74375 87.3831852000645 22 380 0.152917505030181 15352 22.20017959 20 2 0.292101672780271 0.707082716697889 0.513840965524312 6 -4.7502371024898 0.571666803829992 28 56 0.636439255163104 0.3732409336498 1.3028870013372 8.66907788023354 11 2.36364814746527 23.6110572032 6587 0.00120481927710843 0.00065908069785854 8 15 4 50.744217223 22 3.86482290225352 5.58952566763889 2.090842915 0.1101553585 0.001655907 11.1790540608333 26.8733472227856 1.46666666666667 0.656656404275684 72 548.80485212 0.160558421703625 12 13.4366736113928 45 0.986111111111111 689826 698 0.633802816901408 0.618765692485225 45 9883 556 1254 22.20017959 0.266686789456442 12.2501525956682 15.8408633391769 2.43635791250037 8.32785602503913 93.9520935508382 198922.029174 Birds
Gruidae 6.45714285714286 5.2 2.5 4.41379310344828 6.92619047619048 2.8046875 -1.114736328125 15.1307298813929 4 38 0.417582417582418 282 19.26859353 10 0 0.412984105176342 0.595435468531798 0.659960552268245 2 -0.165960088330801 0.713095238095238 7 6 0.7513251145401 1.31854320653968 2.03069871692681 6.92259409083767 2 1.57688454330267 18.1429353758 241 0.0112359550561798 0.00425194587256339 2 8 3 40.3670858776 6 3.64940864178571 4.35865830466667 2.83104364615385 0.6371008136 0.0470967637 8.71731706266667 19.7781480980952 0.75 0.646459438868729 15 102.18344197 0.597533872375612 3 9.88907404904762 10 0.866666666666667 828 78 0.714285714285714 0.553846153846154 10 207 50 128 19.26859353 0.360171537486525 9.86829246634368 10.7761976734274 8.27710220332185 3.88571428571429 132.526892814604 5819.3767565 Birds
Motacillidae 12.0664961636829 7.68115942028986 2.8 6.74452554744526 36.4472582972583 4.390380859375 -0.2962109375 78.8590424568221 23 228 0.100087796312555 3570 13.97040043 22 3 0.31072387732784 0.707106584940147 0.462765749633649 4 -3.87656117482459 0.520682410950577 23 55 0.79526073116546 0.360840318595327 -0.917382280587802 8.10246210452413 2 3.1335024482026 14.5770354655 5679 0.00119331742243437 0.000704359244981783 8 13 5 30.929135656 30 3.21968572330882 4.11420235768116 2.29846709985075 0.004076118 0.0013315032 8.22840813536232 24.8979819830776 2.30769230769231 0.545750517702324 69 437.87725837 -0.490588898720401 11 12.4489909915388 40 0.782608695652174 792432 530 0.588235294117647 0.646695126322684 40 3866 394 924 13.97040043 0.351690554250877 8.02739451438709 9.13768771771788 5.30705034253017 3.95566922421142 19.6384041716917 175143.51655832 Birds
Pipridae 11.5923076923077 8.27692307692308 3 7.34883720930233 33.6468004218004 4.4747314453125 -0.4699267578125 75.1754371069773 21 276 0.136904761904762 6698 28.4625986 21 2 0.311586756559999 0.520987811347466 0.51100341603347 4 0.560535302236376 0.597677813833659 23 50 0.727609494139126 0.485353485164349 1.55058414264506 8.8349238126078 16 2.98417505064397 21.8861871219 4953 0.00128205128205128 0.000497650089135336 4 14 4 48.3677992529 16 2.772983580625 2.91774195323077 2.62362970412698 0.030015489 0.0071804912 5.83548554707693 31.5479765356827 1.14285714285714 0.808146678646101 65 354.94189832 0.601781455589169 10 15.7739882678414 40 0.846153846153846 441912 538 0.625 0.611140189977506 40 5160 410 948 28.4625986 0.465678107155958 7.1085167496468 7.79257753796418 6.47240767887253 8.17211538461539 289.62876388807 220036.85582754 Birds
Caprimulgidae 15.5927705330588 12.531914893617 2.45454545454545 11.6042780748663 45.2498037765991 3.54742443561554 -1.21484375 133.785512433498 30 806 0.188405797101449 33834 53.33677924 34 4 0.311601374672891 0.65130463620937 0.553497126480812 8 -5.50321818473532 0.704998115941691 34 69 0.523031708028606 0.598648695996364 2.13324001684092 9.82243731015948 11 2.07204983880309 45.4329421537 10803 0.000619578686493185 0.000221746378699859 6 24 4 98.3149396735 18 7.47760980784946 11.1490885342553 3.72631632652174 0.0393632519 0.0002022956 22.2981797265957 56.2729774236582 0.75 0.722590645319207 94 1390.83542426 0.429314196588122 10 28.1364887118291 59 0.957446808510638 2227008 1178 0.634408602150538 0.545606913154233 59 20699 992 2170 53.33677924 0.246485742353305 48.8831431306354 45.5447205217359 24.6811290878128 27.2409059711736 440.804737330481 732426.99197406 Birds
Trogonidae 10 8.08695652173913 2.33333333333333 7.18681318681319 23.6960678210678 3.41748046875 -0.7054736328125 53.1587320612887 15 200 0.202020202020202 4692 45.61177322 18 2 0.325510120256937 0.695971678564977 0.506074246388748 4 -0.311940396835554 0.597066282306557 16 33 0.683021102093072 1.27816350680529 1.07399864495161 8.95107660613264 2 2.05229574207986 39.7226446269 2459 0.00216450216450216 0.000383449071487116 8 12 3 91.7482825841 16 6.44554268755555 7.13977737130435 5.71975188181818 0.2026510618 0.0335129917 14.2795567469565 58.7955213130435 1.33333333333333 0.723517769926804 46 580.09884188 0.299241387155578 6 29.3977606565217 26 0.956521739130435 97947 372 0.577777777777778 0.618022657487099 28 3195 282 654 45.61177322 0.433838278291307 31.3390245464409 37.4631931569579 24.6042155587475 6.70338164251208 459.429675758709 194240.64787952 Birds
Cisticolidae 15.9357320099256 12.224358974359 2.4 11.2668810289389 79.9127940471981 3.76919364929199 -0.79233154296875 198.680829954058 49 1149 0.0962714704650189 80649 18.72233087 33 5 0.266710018363986 0.706989573185599 0.515227979738475 11 -10.1441004046434 0.58447949936759 58 135 0.595974172072633 0.132846637128216 0.310042140359002 9.27002046485976 2 2.14755506297287 24.7733408797 30333 0.000381679389312977 0.000428984429879809 8 20 5 53.3295326637 32 3.3602192563871 5.33888006025641 1.35586155896104 0.0106557297 0.0000565546 10.6777614784615 20.7240753920017 1.6 0.643347855346801 156 1041.66796948 -0.194796250555039 27 10.3620376960008 98 0.987179487179487 20972706 1907 0.632258064516129 0.602244754954067 98 51461 1597 3504 18.72233087 0.200450322173422 9.69011220694332 8.96259036570555 2.45490536786674 15.2332092638544 11.4462706933078 683057.24649904 Birds
Zosteropidae 16.3014683847767 15.7183098591549 2.44444444444444 14.7773851590106 66.9882347900302 2.48577809333801 -1.16847045898438 202.694862234905 40 1620 0.164133738601824 133728 22.76225445 33 4 0.255580043556166 0.678178249251682 0.584426626800113 12 0.212475599722287 0.6811911132391 62 116 0.454867424269563 0.0711948546151487 5.55836492158064 9.43812483708128 1 2.59811247368812 25.3498943195 24401 0.000404040404040404 0.000818534780230491 4 25 3 53.1050158006 20 1.23070691659574 1.74258658873239 0.711514677714286 0.000510665 0.0000573145 3.48517437352112 10.1096693553511 0.8 0.892625754309317 142 347.05935048 0.809760470031077 22 5.05483467767556 97 0.992957746478873 7931067 2232 0.687943262411348 0.540339354901664 97 75759 1950 4182 22.76225445 0.287017349459773 3.99845094380937 5.91711868475224 1.54176651734005 31.4803715912496 34.3153132789498 312731.22430568 Birds
Corvidae 18.0887661141805 14.1160220994475 2.41176470588235 13.1578947368421 92.0950642568596 3.94357273727655 -0.897223510742188 237.984697760856 58 1707 0.105959031657356 135209 27.704848 41 6 0.288922252401847 0.642385061052015 0.523206064354806 13 -2.72154583288707 0.605547693950416 65 151 0.531300237010591 0.173156621212756 1.1384758667336 9.8512624261361 4 2.13827298207724 28.6738714427 41499 0.00028169014084507 0.000185678279616474 16 29 4 60.6229566483 32 2.84500186066666 3.71353468966851 1.96676475424581 0.1577979721 0.0007478119 7.42707071900552 31.3413484395089 1.10344827586207 0.79575533530234 181 1024.20066984 0.169075770394024 29 15.6706742197544 115 0.977900552486188 32805054 2555 0.638888888888889 0.589415190188184 115 82617 2195 4750 27.704848 0.343732338180366 8.3578521268488 11.7258531743788 3.45626600597679 33.4475751995089 149.919817687411 1681470.77663862 Birds
Procellariidae 14.4218388386282 9.60204081632653 2.6 8.65641025641026 48.2094298675181 4.46764373779297 -0.8468017578125 123.864268485719 29 493 0.105884879725086 14165 25.3925952 30 2 0.249470696813978 0.707086370084879 0.553409380609377 8 -4.40903733997027 0.63247045710281 40 79 0.688885828611361 0.387406308407472 0.090395760861606 9.10095866467294 7 2.73773391382247 18.8842995667 11585 0.000662251655629139 0.000287891329750502 8 18 4 40.870963352 22 4.20594713505155 6.18532380142857 2.18533345479167 0.0444034418 0.0001648047 12.3706489916326 37.9658182239323 1.22222222222222 0.672106806258378 98 815.9537442 -0.232274405867344 17 18.9829091119661 62 0.928571428571429 3513432 941 0.639175257731959 0.582588792238926 65 11365 747 1688 25.3925952 0.257112628198906 14.5001538250635 17.5514482433565 3.36974134695545 12.4070061014096 101.487132988156 566856.15081954 Birds
Monarchidae 13.9964356435644 9.67326732673267 2.14285714285714 8.72636815920398 52.4349317349318 3.50155639648438 -0.77908203125 125.628661938319 34 519 0.104848484848485 17895 19.91220167 27 4 0.27051951381044 0.705524811078033 0.490322738627156 5 -0.254771877425198 0.590359605066561 33 84 0.688310501287545 0.200657319681129 1.53634935201567 8.94833464039241 1 3.06828286820639 21.0467412871 12463 0.000696864111498258 0.000475139416310061 6 16 3 44.2819180259 28 1.6415956594 2.03550551039604 1.23972803363636 0.0430087946 0.002044363 4.07101256732674 20.2663892877941 1.75 0.836749132876815 101 328.31913188 0.646531416137997 15 10.133194643897 60 0.99009900990099 3626376 977 0.6 0.609554005847776 61 13509 777 1754 19.91220167 0.373822489805007 3.67314234847605 5.46515993949941 1.55897357224343 7.62217821782178 52.4465877867197 347082.86376692 Birds
Vangidae 7.80952380952381 6.18181818181818 2 5.34883720930233 10.8011904761905 2.78125 -0.99843505859375 24.0254695912329 6 66 0.314285714285714 726 13.88848361 13 0 0.334188317529784 0.70692869621767 0.581667805878332 1 -4.00182305415974 0.533309283309283 10 12 0.721378644191327 1.05724220547422 -0.11796462927573 6.92494623720523 1 1.30927710220979 13.9240863689 527 0.00578034682080925 0.00273086109265104 2 9 2 28.2954072974 8 4.50149327166667 6.69495919954545 2.088680751 0.6613041814 0.0139363477 13.3899207954545 23.2593285204329 0.888888888888889 0.381231238087893 22 189.06271741 -0.623015125914497 6 11.6296642602165 14 0.954545454545455 6354 136 0.666666666666667 0.600904122332694 14 526 94 230 13.88848361 0.220951098092016 11.4060055295532 9.62675791832915 2.27382021790616 4.72727272727273 16.8014993186553 13783.95327632 Birds
Artamidae 6.51666666666667 4.875 0 4.06451612903226 8.95 3.28125 0.09244140625 13.8234787276135 6 32 0.304761904761905 226 16.03258455 10 0 0.398427714876214 0.655392394858341 0.482477839620697 0 -0.477007268319249 0.510595238095238 4 8 0.82051282051282 1.49735791406771 0.621609181361261 6.7699860056889 5 1.44007774345871 13.7336592715 275 0.0104166666666667 0.00292114625133212 2 7 0 30.6511255771 6 3.81312010466667 3.9281136825 3.68169887285714 0.2761635387 0.0973849145 7.85622844375 23.9577266250833 0.857142857142857 0.554058143448723 16 114.39360314 0.118714603408425 4 11.9788633125417 8 0.8125 1191 78 0.533333333333333 0.67472804972805 8 194 48 126 16.03258455 0.450582749429777 6.56862335913654 9.78745756191266 3.3249873889845 2.91666666666667 75.3984363487992 8352.1561679 Birds
Momotidae 6.71428571428571 4.92857142857143 2 4.14814814814815 6.42619047619048 3.0078125 -1.24281494140625 14.1140138690476 4 33 0.423076923076923 173 22.89443759 12 0 0.368793092106914 0.618741757595986 0.628968253968254 1 0.0246834134305522 0.659183673469388 6 5 0.772506795779804 1.96611614734694 1.08756160324785 7.0045790863673 1 1.30791495257534 20.917176808 199 0.0106382978723404 0.00268151263167142 2 8 2 44.8794803567 6 4.23384889884615 4.64696461714286 3.75188056083333 2.2441465824 0.0348433032 9.29393130571429 27.5256260628572 0.75 0.656560111746487 14 110.08007137 1 2 13.7628130314286 9 0.714285714285714 882 69 0.692307692307692 0.551037851037851 9 143 43 112 22.89443759 0.408998342476274 13.7602182380424 8.96463131002035 20.2080384382528 4.37912087912088 277.596743639348 7578.13012744 Birds
Paradisaeidae 10.0898520084567 7.20454545454545 4 6.29885057471264 22.8698773448773 4.18310546875 -0.443427734375 48.922524650033 15 149 0.16500553709856 2511 15.20653225 18 1 0.339216236574393 0.577221825638748 0.485584233693477 2 -1.68775640810411 0.550884988451833 14 31 0.757775997539562 0.437705172936767 1.11855320221592 7.7859750739926 7 1.6380667148213 12.6611078727 2383 0.00232018561484919 0.00134785984769757 4 12 5 28.3445242029 12 2.42042189790698 2.90007731136364 1.91792575047619 0.1106236943 0.0064887141 5.8001551 19.2590276092178 1 0.688895255309008 44 208.15628322 0.18942364111869 6 9.62951380460888 27 0.840909090909091 97809 317 0.627906976744186 0.623421641730847 27 2043 231 548 15.20653225 0.386982704888441 3.8439773569351 5.12367811981162 2.09004308329128 6.026955602537 67.7289934373974 55896.58240212 Birds
Parulidae 15.001652892562 13.2314049586777 2.78571428571429 12.2904564315353 56.540607900012 3.30822372436523 -1.173623046875 169.898137140447 34 1051 0.147198879551821 70289 11.7343812 30 2 0.29144794410731 0.635672837351433 0.574868461936028 8 -5.44075682657363 0.65329005889466 53 99 0.522912212186275 0.106558494624957 1.98211921632866 8.56634832762805 6 2.31123930365127 13.1350539332 19079 0.000544662309368192 0.000787473527394052 6 21 4 27.9281210461 26 1.712097048 2.59626291289256 0.813071252605042 0.0953748932 0.0005319057 5.19252696363636 12.8935778496198 1.23809523809524 0.710602954917578 121 410.90329152 0.0875140681964671 18 6.44678892480992 83 0.975206611570248 5333565 1601 0.691666666666667 0.546701585387745 83 41604 1361 2962 11.7343812 0.235470197140756 2.96099027379346 3.56750004004337 0.752572625799722 19.5126721763086 16.4791397910652 277830.62435656 Birds
Platysteiridae 9.46212121212121 7.78787878787879 2 6.92307692307692 15.8051587301587 2.4501953125 -1.22662109375 41.2982029954623 10 141 0.284274193548387 2429 15.03664366 17 1 0.317815952098664 0.659304547123504 0.527278801378678 2 -4.63901522049555 0.601284171075838 13 21 0.647723758516844 0.694103183682277 -0.0209256595000604 7.42981772395051 1 1.35145838714001 15.4461307085 1335 0.00317460317460317 0.00190256262636849 4 11 2 31.3255299973 12 4.406034369375 6.93377425939394 1.71521448645161 0.0333759804 0.0002092595 13.8675493527273 22.9054050615152 1.09090909090909 0.431719167234282 33 281.98619964 -0.710729229912961 4 11.4527025307576 20 0.96969696969697 35385 257 0.625 0.582625253750506 21 1614 193 450 15.03664366 0.18856117479466 16.3509173719489 14.6700637700712 4.17858058251757 5.85984848484848 15.8480619747417 30757.54478026 Birds
Podargidae 5.41818181818182 4.45454545454545 0 3.71428571428571 5.78333333333333 2.4375 -0.9557421875 9.62377364973353 4 21 0.466666666666667 131 48.28027402 7 1 0.436723766461492 0.707093805409684 0.453703703703704 0 -1.87500545613627 0.593333333333333 3 4 0.776607098061434 7.307635316 0.109466020153707 7.45102737319298 3 1.08806487626433 61.3696876238 129 0.0192307692307692 0.00162437899532528 2 6 0 131.6549297395 4 17.445104938 23.2838195818182 10.3088981511111 3.4837300478 0.025415641 46.5676400472727 80.383988476 0.666666666666667 0.343036602538701 11 348.90209876 -0.469733826597715 1 40.191994238 5 0.909090909090909 177 49 0.5 0.67 5 96 29 78 48.28027402 0.26592010678566 217.73245300585 262.520023285207 84.7988591125784 2.67272727272727 352.353458343817 11070.79731072 Birds
Bernieridae 5.46666666666667 3.4 0 2.63157894736842 5.66666666666667 3.25 9.99967852144474 6.35610766069589 4 4 0.111111111111111 4 13.20299192 8 0 0.39736021642254 0.668248063282961 0.333333333333333 0 -2.28303425508147 0 2 5 0.977037674966871 2.31625121 -0.236153280016554 6.00992278891154 9 1.3769120719718 11.8315414578 95 0.02 0.0056604205708888 4 4 0 26.6551000462 8 4.85525008611111 5.992632513 3.4335220525 2.1509836373 0.1492540521 11.985266914 23.1625121 2 0.338070452021479 10 87.39450155 0.138646883853214 2 11.58125605 4 0.5 318 34 0.444444444444444 0.814814814814815 4 30 16 50 13.20299192 0.314300967827878 4.34683276040842 3.54604790476951 1.83926473165933 0.266666666666667 24.1719623616923 2685.42196652 Birds
Picidae 16.5622840516458 12.6255319148936 2.71428571428571 11.6545842217484 115.816762301166 3.66994857788086 -0.71872314453125 300.456543051547 69 1703 0.0624701955174058 186875 29.55769093 30 1 0.239999673106513 0.70183411944521 0.54917312819201 15 -2.01155293562168 0.605380870000554 97 214 0.623856246189004 0.153161718508074 1.18571465542086 10.1861738718393 2 4.89926874845563 25.6955832054 65777 0.000252716704574172 0.000120215511878103 14 20 6 59.4333606686 56 2.53815874282051 3.09726631097872 1.97425196806867 0.0012098544 0.0000173183 6.19453655004255 35.9930038493974 2.8 0.828988130374469 235 1187.85829164 0.284686815215122 45 17.9965019246987 159 0.991489361702128 100305588 2967 0.67948717948718 0.581056305545379 159 119449 2499 5466 29.55769093 0.38725217628856 6.12157694845596 7.82090290121363 3.7979827101345 10.3634478996181 127.346916463718 3414109.28102582 Birds
